ssid,rate,expected,requested,tool,classifier,TP,FP,FN,TP_FN,TP_FP,FDR,MR,precision,recall,fscore
37e41038-310c-44e1-a1ed-8979b0f73709,0.00010221989490569176,0.00010284655898156638,0.0001,deml,multiplex,15245798,46,46,15245844,15245844,3.0172157080972363e-06,3.0172157080972363e-06,0.9999969827842919,0.9999969827842919,0.9999969827842919
37e41038-310c-44e1-a1ed-8979b0f73709,0.00010221989490569176,0.00010284655898156638,0.0001,mdd,multiplex,15245095,749,749,15245844,15245844,4.9128142725322386e-05,4.9128142725322386e-05,0.9999508718572747,0.9999508718572747,0.9999508718572747
37e41038-310c-44e1-a1ed-8979b0f73709,0.00010221989490569176,0.00010284655898156638,0.0001,pamld,multiplex,15245808,36,36,15245844,15245844,2.3612992498152284e-06,2.3612992498152284e-06,0.9999976387007502,0.9999976387007502,0.9999976387007502
37e41038-310c-44e1-a1ed-8979b0f73709,0.00010221989490569176,0.00010284655898156638,0.0001,pamld_ap,multiplex,15245808,36,36,15245844,15245844,2.3612992498152284e-06,2.3612992498152284e-06,0.9999976387007502,0.9999976387007502,0.9999976387007502
37e41038-310c-44e1-a1ed-8979b0f73709,0.00010221989490569176,0.00010284655898156638,0.0001,pamld_u,multiplex,15245807,37,37,15245844,15245844,2.4268908956434292e-06,2.4268908956434292e-06,0.9999975731091043,0.9999975731091043,0.9999975731091043
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0.0005106309627725431,0.0005096646264838503,0.0005,deml,multiplex,15245391,453,453,15245844,15245844,2.9713015560174956e-05,2.9713015560174956e-05,0.9999702869844398,0.9999702869844398,0.9999702869844398
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0.0005106309627725431,0.0005096646264838503,0.0005,mdd,multiplex,15237448,8396,8396,15245844,15245844,0.0005507074583735738,0.0005507074583735738,0.9994492925416264,0.9994492925416264,0.9994492925416264
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0.0005106309627725431,0.0005096646264838503,0.0005,pamld,multiplex,15245709,135,135,15245844,15245844,8.854872186807107e-06,8.854872186807107e-06,0.9999911451278132,0.9999911451278132,0.9999911451278132
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_ap,multiplex,15245709,135,135,15245844,15245844,8.854872186807107e-06,8.854872186807107e-06,0.9999911451278132,0.9999911451278132,0.9999911451278132
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_u,multiplex,15245609,235,235,15245844,15245844,1.5414036769627184e-05,1.5414036769627184e-05,0.9999845859632304,0.9999845859632304,0.9999845859632304
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0.001001851483497498,0.0010005376054258012,0.001,deml,multiplex,15244405,1439,1439,15245844,15245844,9.438637834678093e-05,9.438637834678093e-05,0.9999056136216532,0.9999056136216532,0.9999056136216532
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0.001001851483497498,0.0010005376054258012,0.001,mdd,multiplex,15222326,23518,23518,15245844,15245844,0.0015425843265876261,0.0015425843265876261,0.9984574156734124,0.9984574156734124,0.9984574156734124
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0.001001851483497498,0.0010005376054258012,0.001,pamld,multiplex,15245220,624,624,15245844,15245844,4.092918699679729e-05,4.092918699679729e-05,0.9999590708130032,0.9999590708130032,0.9999590708130032
