ssid,bin,count,rate,expected,requested,tool,classifier,variable,value
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld,multiplex,FN,6
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld,multiplex,FP,8
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld,multiplex,MR,3.727448933949605e-05
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld,multiplex,TP,160962
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld,multiplex,TP_FN,160968
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld,multiplex,TP_FP,160970
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld,multiplex,fscore,0.9999565133659276
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld,multiplex,precision,0.9999503012983786
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld,multiplex,recall,0.9999627255106605
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_ap,multiplex,FDR,4.969870162142014e-05
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_ap,multiplex,FN,6
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_ap,multiplex,FP,8
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_ap,multiplex,MR,3.727448933949605e-05
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_ap,multiplex,TP,160962
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_ap,multiplex,TP_FN,160968
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_ap,multiplex,TP_FP,160970
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_ap,multiplex,fscore,0.9999565133659276
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_ap,multiplex,precision,0.9999503012983786
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_ap,multiplex,recall,0.9999627255106605
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_u,multiplex,FDR,0.00018634003329275262
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_u,multiplex,FN,2
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_u,multiplex,FP,30
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_u,multiplex,MR,1.2424829779832016e-05
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_u,multiplex,TP,160966
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_u,multiplex,TP_FN,160968
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_u,multiplex,TP_FP,160996
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_u,multiplex,fscore,0.9999006100060877
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_u,multiplex,precision,0.9998136599667072
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,0,22,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_u,multiplex,recall,0.9999875751702202
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,deml,multiplex,FDR,0.0009683065807604931
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,deml,multiplex,FN,18
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,deml,multiplex,FP,156
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,deml,multiplex,MR,0.00011182346801848814
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,deml,multiplex,TP,160950
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,deml,multiplex,TP_FN,160968
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,deml,multiplex,TP_FP,161106
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,deml,multiplex,fscore,0.9994597514856834
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,deml,multiplex,precision,0.9990316934192395
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,deml,multiplex,recall,0.9998881765319815
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,mdd,multiplex,FDR,0.0003918739036861028
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,mdd,multiplex,FN,265
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,mdd,multiplex,FP,63
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,mdd,multiplex,MR,0.001646289945827742
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,mdd,multiplex,TP,160703
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,mdd,multiplex,TP_FN,160968
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,mdd,multiplex,TP_FP,160766
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,mdd,multiplex,fscore,0.9989805242840358
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,mdd,multiplex,precision,0.9996081260963139
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,mdd,multiplex,recall,0.9983537100541723
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld,multiplex,FDR,4.970642144832086e-05
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld,multiplex,FN,31
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld,multiplex,FP,8
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld,multiplex,MR,0.00019258486158739625
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld,multiplex,TP,160937
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld,multiplex,TP_FN,160968
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld,multiplex,TP_FP,160945
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld,multiplex,fscore,0.9998788492543016
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld,multiplex,precision,0.9999502935785517
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld,multiplex,recall,0.9998074151384126
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_ap,multiplex,FDR,4.970673029128144e-05
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_ap,multiplex,FN,32
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_ap,multiplex,FP,8
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_ap,multiplex,MR,0.00019879727647731225
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_ap,multiplex,TP,160936
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_ap,multiplex,TP_FN,160968
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_ap,multiplex,TP_FP,160944
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_ap,multiplex,fscore,0.9998757424389274
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_ap,multiplex,precision,0.9999502932697087
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_ap,multiplex,recall,0.9998012027235227
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_u,multiplex,FDR,0.00036643459142543056
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_u,multiplex,FN,16
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_u,multiplex,FP,59
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_u,multiplex,MR,9.939863823865613e-05
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_u,multiplex,TP,160952
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_u,multiplex,TP_FN,160968
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_u,multiplex,TP_FP,161011
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_u,multiplex,fscore,0.9997670655539649
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_u,multiplex,precision,0.9996335654085746
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,0,22,0.001001851483497498,0.0010005376054258012,0.001,pamld_u,multiplex,recall,0.9999006013617614
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,deml,multiplex,FDR,0.0010551403957397155
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,deml,multiplex,FN,22
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,deml,multiplex,FP,170
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,deml,multiplex,MR,0.00013667312757815217
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,deml,multiplex,TP,160946
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,deml,multiplex,TP_FN,160968
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,deml,multiplex,TP_FP,161116
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,deml,multiplex,fscore,0.9994038822170614
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,deml,multiplex,precision,0.9989448596042603
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,deml,multiplex,recall,0.9998633268724219
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,mdd,multiplex,FDR,0.0003856632786354984
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,mdd,multiplex,FN,268
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,mdd,multiplex,FP,62
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,mdd,multiplex,MR,0.0016649271904974903
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,mdd,multiplex,TP,160700
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,mdd,multiplex,TP_FN,160968
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,mdd,multiplex,TP_FP,160762
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,mdd,multiplex,fscore,0.9989742952164858
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,mdd,multiplex,precision,0.9996143367213645
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,mdd,multiplex,recall,0.9983350728095025
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,pamld,multiplex,FDR,5.591729211193399e-05
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,pamld,multiplex,FN,25
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,pamld,multiplex,FP,9
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,pamld,multiplex,MR,0.0001553103722479002
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,pamld,multiplex,TP,160943
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,pamld,multiplex,TP_FN,160968
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,pamld,multiplex,TP_FP,160952
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,pamld,multiplex,fscore,0.9998943836978131
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,pamld,multiplex,precision,0.999944082707888
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,pamld,multiplex,recall,0.9998446896277521
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,pamld_ap,multiplex,FDR,5.591729211193399e-05
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,0,22,0.0010195846534589079,0.0010154784442797933,0,pamld_ap,multiplex,FN,25
