ssid,index,rate,expected,requested,tool,classifier,TP,FP,FN,TP_FN,TP_FP,FDR,MR,precision,recall,fscore
9442e6ea-8033-44b2-b0f3-91470348a7f0,16,0.006930104080448791,0.006924673097025652,0.0075,pamld_u,multiplex,21992,51,25,22017,22043,0.0023136596651998366,0.0011354862151973476,0.9976863403348002,0.9988645137848027,0.9982750794371312
156d68c8-abcd-439a-a387-71b3708652ff,16,0.009601136452099902,0.009597217109966756,0.01,deml,multiplex,21973,169,44,22017,22142,0.007632553518200705,0.0019984557387473316,0.9923674464817993,0.9980015442612526,0.9951765212074549
156d68c8-abcd-439a-a387-71b3708652ff,16,0.009601136452099902,0.009597217109966756,0.01,mdd,multiplex,21743,8,274,22017,21751,0.00036779918164682083,0.012444928918562928,0.9996322008183531,0.987555071081437,0.9935569365746664
156d68c8-abcd-439a-a387-71b3708652ff,16,0.009601136452099902,0.009597217109966756,0.01,pamld,multiplex,21977,15,40,22017,21992,0.000682066205893052,0.001816777944315756,0.9993179337941069,0.9981832220556842,0.9987502556295303
156d68c8-abcd-439a-a387-71b3708652ff,16,0.009601136452099902,0.009597217109966756,0.01,pamld_ap,multiplex,21977,15,40,22017,21992,0.000682066205893052,0.001816777944315756,0.9993179337941069,0.9981832220556842,0.9987502556295303
156d68c8-abcd-439a-a387-71b3708652ff,16,0.009601136452099902,0.009597217109966756,0.01,pamld_u,multiplex,21980,80,37,22017,22060,0.003626473254759746,0.0016805195984920744,0.9963735267452403,0.998319480401508,0.9973455543707602
7d4caa7a-5b9c-4b47-af6a-0217ce344f6a,16,0.013483866722723161,0.013480778520425887,0.0125,deml,multiplex,21974,257,43,22017,22231,0.011560433628716657,0.0019530362901394377,0.9884395663712834,0.9980469637098606,0.9932200325438437
7d4caa7a-5b9c-4b47-af6a-0217ce344f6a,16,0.013483866722723161,0.013480778520425887,0.0125,mdd,multiplex,21624,8,393,22017,21632,0.0003698224852071006,0.0178498433029023,0.9996301775147929,0.9821501566970977,0.9908130770464385
7d4caa7a-5b9c-4b47-af6a-0217ce344f6a,16,0.013483866722723161,0.013480778520425887,0.0125,pamld,multiplex,21972,24,45,22017,21996,0.0010911074740861974,0.0020438751873552256,0.9989088925259137,0.9979561248126447,0.9984322813714129
7d4caa7a-5b9c-4b47-af6a-0217ce344f6a,16,0.013483866722723161,0.013480778520425887,0.0125,pamld_ap,multiplex,21972,23,45,22017,21995,0.0010456922027733575,0.0020438751873552256,0.9989543077972266,0.9979561248126447,0.9984549668272289
7d4caa7a-5b9c-4b47-af6a-0217ce344f6a,16,0.013483866722723161,0.013480778520425887,0.0125,pamld_u,multiplex,21978,130,39,22017,22108,0.005880224353175321,0.0017713584957078621,0.9941197756468246,0.9982286415042921,0.9961699716713881
a362969d-fe30-497a-a2ec-42bc0119f398,16,0.016095562080487544,0.016079213918012623,0.016,deml,multiplex,21970,348,47,22017,22318,0.01559279505332019,0.002134714084571013,0.9844072049466798,0.997865285915429,0.9910905605052441
a362969d-fe30-497a-a2ec-42bc0119f398,16,0.016095562080487544,0.016079213918012623,0.016,mdd,multiplex,21540,8,477,22017,21548,0.00037126415444588826,0.02166507698596539,0.9996287358455541,0.9783349230140346,0.9888672099162171
a362969d-fe30-497a-a2ec-42bc0119f398,16,0.016095562080487544,0.016079213918012623,0.016,pamld,multiplex,21967,27,50,22017,21994,0.0012276075293261798,0.002270972430394695,0.9987723924706738,0.9977290275696054,0.9982504373906523
a362969d-fe30-497a-a2ec-42bc0119f398,16,0.016095562080487544,0.016079213918012623,0.016,pamld_ap,multiplex,21967,26,50,22017,21993,0.0011821943345609967,0.002270972430394695,0.998817805665439,0.9977290275696054,0.9982731197455124
a362969d-fe30-497a-a2ec-42bc0119f398,16,0.016095562080487544,0.016079213918012623,0.016,pamld_u,multiplex,21976,184,41,22017,22160,0.008303249097472924,0.00186219739292365,0.9916967509025271,0.9981378026070763,0.9949068519818004
62bdb0f5-affe-4b31-8b27-f5e96899f37f,16,0.019265409548427006,0.019266911744529214,0.02,deml,multiplex,21969,465,48,22017,22434,0.020727467237229204,0.002180133533178907,0.9792725327627708,0.9978198664668211,0.9884592022676655
62bdb0f5-affe-4b31-8b27-f5e96899f37f,16,0.019265409548427006,0.019266911744529214,0.02,mdd,multiplex,21473,8,544,22017,21481,0.0003724221404962525,0.024708180042694282,0.9996275778595037,0.9752918199573057,0.9873097613683387
62bdb0f5-affe-4b31-8b27-f5e96899f37f,16,0.019265409548427006,0.019266911744529214,0.02,pamld,multiplex,21963,35,54,22017,21998,0.0015910537321574688,0.0024526502248262707,0.9984089462678425,0.9975473497751737,0.9979779620583891
62bdb0f5-affe-4b31-8b27-f5e96899f37f,16,0.019265409548427006,0.019266911744529214,0.02,pamld_ap,multiplex,21963,34,54,22017,21997,0.0015456653179979087,0.0024526502248262707,0.9984543346820021,0.9975473497751737,0.9980006361612214
62bdb0f5-affe-4b31-8b27-f5e96899f37f,16,0.019265409548427006,0.019266911744529214,0.02,pamld_u,multiplex,21972,249,45,22017,22221,0.01120561630889699,0.0020438751873552256,0.9887943836911031,0.9979561248126447,0.9933541299335413
b37d56c6-488a-4121-abf6-8b8a2bf82668,16,0.023206596030835868,0.02319386749805251,0.025,deml,multiplex,21956,677,61,22017,22633,0.029912075288295852,0.0027705863650815277,0.9700879247117041,0.9972294136349185,0.9834714445688689
b37d56c6-488a-4121-abf6-8b8a2bf82668,16,0.023206596030835868,0.02319386749805251,0.025,mdd,multiplex,21299,7,718,22017,21306,0.00032854594949779405,0.03261116410046782,0.9996714540505022,0.9673888358995322,0.9832652401726566
b37d56c6-488a-4121-abf6-8b8a2bf82668,16,0.023206596030835868,0.02319386749805251,0.025,pamld,multiplex,21952,51,65,22017,22003,0.002317865745580148,0.0029522641595131037,0.9976821342544199,0.9970477358404869,0.9973648341662881
b37d56c6-488a-4121-abf6-8b8a2bf82668,16,0.023206596030835868,0.02319386749805251,0.025,pamld_ap,multiplex,21952,50,65,22017,22002,0.0022725206799381874,0.0029522641595131037,0.9977274793200618,0.9970477358404869,0.9973874917649197
b37d56c6-488a-4121-abf6-8b8a2bf82668,16,0.023206596030835868,0.02319386749805251,0.025,pamld_u,multiplex,21972,316,45,22017,22288,0.014178033022254127,0.0020438751873552256,0.9858219669777458,0.9979561248126447,0.9918519354474664
424c4ff7-5cc6-4032-bd54-70b492bbcbb5,16,0.034070268592542335,0.03406973105966287,0.031,deml,multiplex,21918,1189,99,22017,23107,0.05145626866317566,0.004496525412181496,0.9485437313368243,0.9955034745878185,0.9714564311674497
424c4ff7-5cc6-4032-bd54-70b492bbcbb5,16,0.034070268592542335,0.03406973105966287,0.031,mdd,multiplex,20812,5,1205,22017,20817,0.00024018830763318443,0.05473043557251215,0.9997598116923668,0.9452695644274879,0.9717514124293786
424c4ff7-5cc6-4032-bd54-70b492bbcbb5,16,0.034070268592542335,0.03406973105966287,0.031,pamld,multiplex,21920,101,97,22017,22021,0.004586531038554107,0.004405686514965708,0.9954134689614459,0.9955943134850342,0.9955038830101275
424c4ff7-5cc6-4032-bd54-70b492bbcbb5,16,0.034070268592542335,0.03406973105966287,0.031,pamld_ap,multiplex,21917,95,100,22017,22012,0.0043158277303289114,0.00454194486078939,0.9956841722696711,0.9954580551392106,0.9955711008653387
424c4ff7-5cc6-4032-bd54-70b492bbcbb5,16,0.034070268592542335,0.03406973105966287,0.031,pamld_u,multiplex,21951,611,66,22017,22562,0.027080932541441362,0.0029976836081209973,0.9729190674585586,0.997002316391879,0.9848134771977837
a5b2c471-f1bc-49b7-9650-19bcd78e73ae,16,0.04153615803193878,0.04154681500776635,0.0375,deml,multiplex,21905,1533,112,22017,23438,0.0654066046591006,0.0050869782440841164,0.9345933953408994,0.9949130217559159,0.963810361896381
a5b2c471-f1bc-49b7-9650-19bcd78e73ae,16,0.04153615803193878,0.04154681500776635,0.0375,mdd,multiplex,20344,6,1673,22017,20350,0.00029484029484029485,0.0759867375210065,0.9997051597051597,0.9240132624789935,0.9603700993697926
a5b2c471-f1bc-49b7-9650-19bcd78e73ae,16,0.04153615803193878,0.04154681500776635,0.0375,pamld,multiplex,21900,138,117,22017,22038,0.0062619112442145386,0.005314075487123586,0.9937380887557855,0.9946859245128764,0.9942117807286347
a5b2c471-f1bc-49b7-9650-19bcd78e73ae,16,0.04153615803193878,0.04154681500776635,0.0375,pamld_ap,multiplex,21899,123,118,22017,22022,0.005585323767141949,0.00535949493573148,0.9944146762328581,0.9946405050642685,0.9945275778287427
a5b2c471-f1bc-49b7-9650-19bcd78e73ae,16,0.04153615803193878,0.04154681500776635,0.0375,pamld_u,multiplex,21936,860,81,22017,22796,0.0377259168275136,0.003678975337239406,0.9622740831724864,0.9963210246627606,0.9790016289915874
58020739-79fd-4cab-8f4e-e611a6cfba15,16,0.05082324636893082,0.050833909960933954,0.05,deml,multiplex,21866,1955,151,22017,23821,0.08207044204693338,0.006858336739791979,0.9179295579530666,0.993141663260208,0.9540555870674987
58020739-79fd-4cab-8f4e-e611a6cfba15,16,0.05082324636893082,0.050833909960933954,0.05,mdd,multiplex,19782,7,2235,22017,19789,0.00035373187124159886,0.10151246763864287,0.9996462681287585,0.8984875323613571,0.9463713342582405
58020739-79fd-4cab-8f4e-e611a6cfba15,16,0.05082324636893082,0.050833909960933954,0.05,pamld,multiplex,21848,223,169,22017,22071,0.01010375605998822,0.007675886814734069,0.9898962439400117,0.9923241131852659,0.9911086917074942
58020739-79fd-4cab-8f4e-e611a6cfba15,16,0.05082324636893082,0.050833909960933954,0.05,pamld_ap,multiplex,21841,186,176,22017,22027,0.008444182140100785,0.007993822954989327,0.9915558178598992,0.9920061770450107,0.9917809463264008
58020739-79fd-4cab-8f4e-e611a6cfba15,16,0.05082324636893082,0.050833909960933954,0.05,pamld_u,multiplex,21907,1135,110,22017,23042,0.049257876920406216,0.004996139346868329,0.9507421230795938,0.9950038606531316,0.9723695599103397
ffad3de5-49d4-4c8d-8be9-6db1be42dbda,16,0.062074054879668,0.062081469873390846,0.0625,deml,multiplex,21801,2380,216,22017,24181,0.0984243827798685,0.009810600899305083,0.9015756172201315,0.9901893991006949,0.94380709121607
ffad3de5-49d4-4c8d-8be9-6db1be42dbda,16,0.062074054879668,0.062081469873390846,0.0625,mdd,multiplex,18893,7,3124,22017,18900,0.00037037037037037035,0.14189035745106054,0.9996296296296296,0.8581096425489395,0.9234792384583426
ffad3de5-49d4-4c8d-8be9-6db1be42dbda,16,0.062074054879668,0.062081469873390846,0.0625,pamld,multiplex,21761,279,256,22017,22040,0.01265880217785844,0.011627378843620839,0.9873411978221416,0.9883726211563791,0.9878566402614793
ffad3de5-49d4-4c8d-8be9-6db1be42dbda,16,0.062074054879668,0.062081469873390846,0.0625,pamld_ap,multiplex,21754,207,263,22017,21961,0.009425800282318656,0.011945314983876095,0.9905741997176813,0.9880546850161239,0.9893128382373004
ffad3de5-49d4-4c8d-8be9-6db1be42dbda,16,0.062074054879668,0.062081469873390846,0.0625,pamld_u,multiplex,21855,1318,162,22017,23173,0.05687653734950158,0.007357950674478812,0.9431234626504984,0.9926420493255211,0.9672493914582873
92ffff7e-8c09-447a-96b1-9bcdc2a0da1c,16,0.07520796206119236,0.07520542584097598,0.075,deml,multiplex,21659,2876,358,22017,24535,0.1172202975341349,0.016260162601626018,0.8827797024658651,0.983739837398374,0.9305293005671078
92ffff7e-8c09-447a-96b1-9bcdc2a0da1c,16,0.07520796206119236,0.07520542584097598,0.075,mdd,multiplex,17849,8,4168,22017,17857,0.00044800358402867225,0.18930826179770177,0.9995519964159714,0.8106917382022982,0.8952701008175754
92ffff7e-8c09-447a-96b1-9bcdc2a0da1c,16,0.07520796206119236,0.07520542584097598,0.075,pamld,multiplex,21580,391,437,22017,21971,0.017796185881389103,0.019848299041649635,0.9822038141186109,0.9801517009583504,0.9811766845503319
92ffff7e-8c09-447a-96b1-9bcdc2a0da1c,16,0.07520796206119236,0.07520542584097598,0.075,pamld_ap,multiplex,21565,264,452,22017,21829,0.012094003389985798,0.020529590770768043,0.9879059966100142,0.979470409229232,0.9836701181407654
92ffff7e-8c09-447a-96b1-9bcdc2a0da1c,16,0.07520796206119236,0.07520542584097598,0.075,pamld_u,multiplex,21739,1560,278,22017,23299,0.06695566333319027,0.012626606712994504,0.9330443366668097,0.9873733932870055,0.9594403742607467
a11ae384-a142-4f33-a129-eda212675e2a,16,0.10880495881837887,0.10878126566542042,0.1,deml,multiplex,21008,3624,1009,22017,24632,0.1471256901591426,0.04582822364536494,0.8528743098408574,0.954171776354635,0.9006838303071877
a11ae384-a142-4f33-a129-eda212675e2a,16,0.10880495881837887,0.10878126566542042,0.1,mdd,multiplex,15226,6,6791,22017,15232,0.0003939075630252101,0.3084434754962075,0.9996060924369747,0.6915565245037926,0.8175253026926897
a11ae384-a142-4f33-a129-eda212675e2a,16,0.10880495881837887,0.10878126566542042,0.1,pamld,multiplex,20614,554,1403,22017,21168,0.026171579743008315,0.06372348639687514,0.9738284202569917,0.9362765136031248,0.9546833391223805
a11ae384-a142-4f33-a129-eda212675e2a,16,0.10880495881837887,0.10878126566542042,0.1,pamld_ap,multiplex,20568,351,1449,22017,20919,0.016779004732539796,0.06581278103283826,0.9832209952674602,0.9341872189671617,0.9580771380659586
a11ae384-a142-4f33-a129-eda212675e2a,16,0.10880495881837887,0.10878126566542042,0.1,pamld_u,multiplex,21237,1627,780,22017,22864,0.07115990202939118,0.035427169914157244,0.9288400979706088,0.9645728300858427,0.9463692876718434
44eb6f63-6f19-47d2-acce-67f2e59395bf,16,0.13099360530178397,0.13098051267870198,0.125,deml,multiplex,20161,3832,1856,22017,23993,0.15971324969782855,0.08429849661625108,0.8402867503021715,0.9157015033837489,0.8763747011519235
44eb6f63-6f19-47d2-acce-67f2e59395bf,16,0.13099360530178397,0.13098051267870198,0.125,mdd,multiplex,13153,7,8864,22017,13160,0.0005319148936170213,0.40259799246037153,0.999468085106383,0.5974020075396285,0.7478181766495153
44eb6f63-6f19-47d2-acce-67f2e59395bf,16,0.13099360530178397,0.13098051267870198,0.125,pamld,multiplex,19324,450,2693,22017,19774,0.02275715586123192,0.12231457510105827,0.977242844138768,0.8776854248989417,0.9247924194204494
44eb6f63-6f19-47d2-acce-67f2e59395bf,16,0.13099360530178397,0.13098051267870198,0.125,pamld_ap,multiplex,19254,322,2763,22017,19576,0.016448712709440132,0.12549393650361085,0.9835512872905599,0.8745060634963892,0.9258288654340876
44eb6f63-6f19-47d2-acce-67f2e59395bf,16,0.13099360530178397,0.13098051267870198,0.125,pamld_u,multiplex,20502,1420,1515,22017,21922,0.06477511175987592,0.06881046464095926,0.9352248882401241,0.9311895353590407,0.9332028494048566
1a0d8c5d-3a1b-48ec-894a-12888c735955,16,0.1582891376823743,0.15830620217848237,0.15,deml,multiplex,18774,4343,3243,22017,23117,0.18787039840809794,0.14729527183539992,0.8121296015919021,0.8527047281646001,0.8319227190144902
1a0d8c5d-3a1b-48ec-894a-12888c735955,16,0.1582891376823743,0.15830620217848237,0.15,mdd,multiplex,11160,4,10857,22017,11164,0.00035829451809387314,0.49311895353590407,0.9996417054819061,0.5068810464640959,0.6726741207317442
1a0d8c5d-3a1b-48ec-894a-12888c735955,16,0.1582891376823743,0.15830620217848237,0.15,pamld,multiplex,17265,289,4752,22017,17554,0.016463484106186622,0.21583321978471182,0.9835365158938134,0.7841667802152882,0.8726087286143893
1a0d8c5d-3a1b-48ec-894a-12888c735955,16,0.1582891376823743,0.15830620217848237,0.15,pamld_ap,multiplex,17214,247,4803,22017,17461,0.014145810663764961,0.2181496116637144,0.985854189336235,0.7818503883362856,0.872080652515325
1a0d8c5d-3a1b-48ec-894a-12888c735955,16,0.1582891376823743,0.15830620217848237,0.15,pamld_u,multiplex,19188,1038,2829,22017,20226,0.05132008306140611,0.12849162011173185,0.9486799169385939,0.8715083798882681,0.9084582060933172
3c4383a7-3ce4-4ecd-8518-c9c7cb681e01,16,0.19164928300647516,0.19161565871769887,0.2,deml,multiplex,16604,4778,5413,22017,21382,0.22345898419231128,0.24585547531452967,0.7765410158076888,0.7541445246854703,0.7651789211732989
3c4383a7-3ce4-4ecd-8518-c9c7cb681e01,16,0.19164928300647516,0.19161565871769887,0.2,mdd,multiplex,8737,14,13280,22017,8751,0.001599817163752714,0.603170277512831,0.9984001828362473,0.396829722487169,0.5679277171086844
3c4383a7-3ce4-4ecd-8518-c9c7cb681e01,16,0.19164928300647516,0.19161565871769887,0.2,pamld,multiplex,13984,146,8033,22017,14130,0.010332625619249823,0.3648544306672117,0.9896673743807501,0.6351455693327883,0.7737294934572717
3c4383a7-3ce4-4ecd-8518-c9c7cb681e01,16,0.19164928300647516,0.19161565871769887,0.2,pamld_ap,multiplex,13972,142,8045,22017,14114,0.010060932407538614,0.36539946405050644,0.9899390675924614,0.6346005359494936,0.7734078768924193
3c4383a7-3ce4-4ecd-8518-c9c7cb681e01,16,0.19164928300647516,0.19161565871769887,0.2,pamld_u,multiplex,16966,663,5051,22017,17629,0.037608486017357765,0.22941363491847208,0.9623915139826422,0.7705863650815279,0.8558744892296827
6d9944ec-a347-4b09-8ebc-0e0b2e54875a,16,0.23144829314982965,0.23144203284069914,0.25,deml,multiplex,13532,5441,8485,22017,18973,0.28677594476361146,0.38538402143797973,0.7132240552363885,0.6146159785620202,0.6602585996584533
6d9944ec-a347-4b09-8ebc-0e0b2e54875a,16,0.23144829314982965,0.23144203284069914,0.25,mdd,multiplex,6150,9,15867,22017,6159,0.0014612761811982464,0.7206703910614525,0.9985387238188017,0.27932960893854747,0.43654173764906296
6d9944ec-a347-4b09-8ebc-0e0b2e54875a,16,0.23144829314982965,0.23144203284069914,0.25,pamld,multiplex,9487,65,12530,22017,9552,0.006804857621440536,0.5691056910569106,0.9931951423785594,0.43089430894308944,0.6010326586207989
6d9944ec-a347-4b09-8ebc-0e0b2e54875a,16,0.23144829314982965,0.23144203284069914,0.25,pamld_ap,multiplex,9542,64,12475,22017,9606,0.006662502602540079,0.5666076213834764,0.9933374973974599,0.4333923786165236,0.603484805363185
6d9944ec-a347-4b09-8ebc-0e0b2e54875a,16,0.23144829314982965,0.23144203284069914,0.25,pamld_u,multiplex,13641,361,8376,22017,14002,0.0257820311384088,0.3804333015397193,0.9742179688615912,0.6195666984602807,0.757433576723396
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,17,0.0010195846534589079,0.0010154784442797933,0,deml,multiplex,16804,8,3,16807,16812,0.0004758505829169641,0.00017849705479859582,0.999524149417083,0.9998215029452014,0.9996728040691275
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,17,0.0010195846534589079,0.0010154784442797933,0,mdd,multiplex,16790,6,17,16807,16796,0.00035722791140747797,0.0010114833105253763,0.9996427720885925,0.9989885166894746,0.9993155373032169
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,17,0.0010195846534589079,0.0010154784442797933,0,pamld,multiplex,16806,2,1,16807,16808,0.00011899095668729176,5.9499018266198606e-05,0.9998810090433127,0.9999405009817338,0.9999107541276216
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,17,0.0010195846534589079,0.0010154784442797933,0,pamld_ap,multiplex,16806,2,1,16807,16808,0.00011899095668729176,5.9499018266198606e-05,0.9998810090433127,0.9999405009817338,0.9999107541276216
b3b1b9af-9a6c-43dd-b5ab-be35bbee9c7f,17,0.0010195846534589079,0.0010154784442797933,0,pamld_u,multiplex,16806,4,1,16807,16810,0.0002379535990481856,5.9499018266198606e-05,0.9997620464009518,0.9999405009817338,0.9998512657286492
37e41038-310c-44e1-a1ed-8979b0f73709,17,0.00010221989490569176,0.00010284655898156638,0.0001,deml,multiplex,16807,2,0,16807,16809,0.00011898387768457374,0.0,0.9998810161223154,1.0,0.9999405045216564
37e41038-310c-44e1-a1ed-8979b0f73709,17,0.00010221989490569176,0.00010284655898156638,0.0001,mdd,multiplex,16807,6,0,16807,16813,0.00035686671028370903,0.0,0.9996431332897163,1.0,0.9998215348007138
37e41038-310c-44e1-a1ed-8979b0f73709,17,0.00010221989490569176,0.00010284655898156638,0.0001,pamld,multiplex,16807,2,0,16807,16809,0.00011898387768457374,0.0,0.9998810161223154,1.0,0.9999405045216564
37e41038-310c-44e1-a1ed-8979b0f73709,17,0.00010221989490569176,0.00010284655898156638,0.0001,pamld_ap,multiplex,16807,2,0,16807,16809,0.00011898387768457374,0.0,0.9998810161223154,1.0,0.9999405045216564
37e41038-310c-44e1-a1ed-8979b0f73709,17,0.00010221989490569176,0.00010284655898156638,0.0001,pamld_u,multiplex,16807,2,0,16807,16809,0.00011898387768457374,0.0,0.9998810161223154,1.0,0.9999405045216564
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,17,0.0005106309627725431,0.0005096646264838503,0.0005,deml,multiplex,16806,7,1,16807,16813,0.00041634449533099386,5.9499018266198606e-05,0.999583655504669,0.9999405009817338,0.9997620464009518
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,17,0.0005106309627725431,0.0005096646264838503,0.0005,mdd,multiplex,16798,6,9,16807,16804,0.00035705784337062603,0.0005354911643957875,0.9996429421566294,0.9994645088356042,0.9995537175329505
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,17,0.0005106309627725431,0.0005096646264838503,0.0005,pamld,multiplex,16806,2,1,16807,16808,0.00011899095668729176,5.9499018266198606e-05,0.9998810090433127,0.9999405009817338,0.9999107541276216
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,17,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_ap,multiplex,16806,2,1,16807,16808,0.00011899095668729176,5.9499018266198606e-05,0.9998810090433127,0.9999405009817338,0.9999107541276216
082e6a59-27fe-47ed-ae2c-89da8ceb31ee,17,0.0005106309627725431,0.0005096646264838503,0.0005,pamld_u,multiplex,16806,3,1,16807,16809,0.0001784758165268606,5.9499018266198606e-05,0.9998215241834731,0.9999405009817338,0.9998810090433128
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,17,0.001001851483497498,0.0010005376054258012,0.001,deml,multiplex,16805,11,2,16807,16816,0.000654138915318744,0.00011899803653239721,0.9993458610846813,0.9998810019634676,0.9996133599024478
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,17,0.001001851483497498,0.0010005376054258012,0.001,mdd,multiplex,16789,6,18,16807,16795,0.0003572491813039595,0.001070982328791575,0.999642750818696,0.9989290176712085,0.9992857568001905
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,17,0.001001851483497498,0.0010005376054258012,0.001,pamld,multiplex,16806,2,1,16807,16808,0.00011899095668729176,5.9499018266198606e-05,0.9998810090433127,0.9999405009817338,0.9999107541276216
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,17,0.001001851483497498,0.0010005376054258012,0.001,pamld_ap,multiplex,16806,2,1,16807,16808,0.00011899095668729176,5.9499018266198606e-05,0.9998810090433127,0.9999405009817338,0.9999107541276216
ce333fb9-5e8d-4b14-a5ee-7101afe2cfa6,17,0.001001851483497498,0.0010005376054258012,0.001,pamld_u,multiplex,16806,6,1,16807,16812,0.00035688793718772306,5.9499018266198606e-05,0.9996431120628123,0.9999405009817338,0.9997917844076266
40a08990-33b3-41f5-b061-2561bc84ca96,17,0.0015086547052242097,0.0015048144038075785,0.0015,deml,multiplex,16803,16,4,16807,16819,0.0009513050716451632,0.00023799607306479442,0.9990486949283548,0.9997620039269353,0.9994052221495272
40a08990-33b3-41f5-b061-2561bc84ca96,17,0.0015086547052242097,0.0015048144038075785,0.0015,mdd,multiplex,16774,6,33,16807,16780,0.0003575685339690107,0.001963467602784554,0.9996424314660309,0.9980365323972155,0.9988388364545806
40a08990-33b3-41f5-b061-2561bc84ca96,17,0.0015086547052242097,0.0015048144038075785,0.0015,pamld,multiplex,16802,2,5,16807,16804,0.00011901928112354201,0.00029749509133099306,0.9998809807188764,0.999702504908669,0.9997917348487102
40a08990-33b3-41f5-b061-2561bc84ca96,17,0.0015086547052242097,0.0015048144038075785,0.0015,pamld_ap,multiplex,16802,2,5,16807,16804,0.00011901928112354201,0.00029749509133099306,0.9998809807188764,0.999702504908669,0.9997917348487102
40a08990-33b3-41f5-b061-2561bc84ca96,17,0.0015086547052242097,0.0015048144038075785,0.0015,pamld_u,multiplex,16803,7,4,16807,16810,0.0004164187983343248,0.00023799607306479442,0.9995835812016657,0.9997620039269353,0.9996727846030281
8c689128-8483-4ce5-9b67-8cb160550497,17,0.0026140191760737268,0.0026079814479497932,0.0025,deml,multiplex,16797,15,10,16807,16812,0.0008922198429693076,0.0005949901826619861,0.9991077801570307,0.999405009817338,0.9992563728843809
8c689128-8483-4ce5-9b67-8cb160550497,17,0.0026140191760737268,0.0026079814479497932,0.0025,mdd,multiplex,16730,6,77,16807,16736,0.00035850860420650097,0.004581424406497293,0.9996414913957935,0.9954185755935027,0.9975255642011747
8c689128-8483-4ce5-9b67-8cb160550497,17,0.0026140191760737268,0.0026079814479497932,0.0025,pamld,multiplex,16800,2,7,16807,16802,0.00011903344839900012,0.00041649312786339027,0.999880966551601,0.9995835068721366,0.9997322145853789
8c689128-8483-4ce5-9b67-8cb160550497,17,0.0026140191760737268,0.0026079814479497932,0.0025,pamld_ap,multiplex,16800,2,7,16807,16802,0.00011903344839900012,0.00041649312786339027,0.999880966551601,0.9995835068721366,0.9997322145853789
8c689128-8483-4ce5-9b67-8cb160550497,17,0.0026140191760737268,0.0026079814479497932,0.0025,pamld_u,multiplex,16801,10,6,16807,16811,0.0005948486110284932,0.00035699410959719164,0.9994051513889715,0.9996430058904028,0.9995240644892618
b7e78bf9-30a3-4955-9469-0bbd77310476,17,0.005022469449004313,0.00502988213979957,0.005,deml,multiplex,16786,42,21,16807,16828,0.0024958402662229617,0.0012494793835901709,0.997504159733777,0.9987505206164098,0.9981269510926118
b7e78bf9-30a3-4955-9469-0bbd77310476,17,0.005022469449004313,0.00502988213979957,0.005,mdd,multiplex,16695,6,112,16807,16701,0.00035925992455541585,0.006663890045814244,0.9996407400754446,0.9933361099541858,0.9964784529067685
b7e78bf9-30a3-4955-9469-0bbd77310476,17,0.005022469449004313,0.00502988213979957,0.005,pamld,multiplex,16787,4,20,16807,16791,0.0002382228574831755,0.0011899803653239722,0.9997617771425168,0.9988100196346761,0.9992856717661766
b7e78bf9-30a3-4955-9469-0bbd77310476,17,0.005022469449004313,0.00502988213979957,0.005,pamld_ap,multiplex,16787,4,20,16807,16791,0.0002382228574831755,0.0011899803653239722,0.9997617771425168,0.9988100196346761,0.9992856717661766
b7e78bf9-30a3-4955-9469-0bbd77310476,17,0.005022469449004313,0.00502988213979957,0.005,pamld_u,multiplex,16791,17,16,16807,16808,0.00101142313184198,0.0009519842922591777,0.998988576868158,0.9990480157077408,0.9990182954038376
9442e6ea-8033-44b2-b0f3-91470348a7f0,17,0.006930104080448791,0.006924673097025652,0.0075,deml,multiplex,16786,59,21,16807,16845,0.003502523003858712,0.0012494793835901709,0.9964974769961413,0.9987505206164098,0.9976227267324378
9442e6ea-8033-44b2-b0f3-91470348a7f0,17,0.006930104080448791,0.006924673097025652,0.0075,mdd,multiplex,16649,6,158,16807,16655,0.0003602521765235665,0.00940084488605938,0.9996397478234764,0.9905991551139406,0.9950989181758412
9442e6ea-8033-44b2-b0f3-91470348a7f0,17,0.006930104080448791,0.006924673097025652,0.0075,pamld,multiplex,16785,9,22,16807,16794,0.0005359056806002144,0.0013089784018563693,0.9994640943193998,0.9986910215981436,0.999077408410464
9442e6ea-8033-44b2-b0f3-91470348a7f0,17,0.006930104080448791,0.006924673097025652,0.0075,pamld_ap,multiplex,16785,9,22,16807,16794,0.0005359056806002144,0.0013089784018563693,0.9994640943193998,0.9986910215981436,0.999077408410464
