ssid,bin,count,rate,expected,requested,tool,classifier,TP,FP,FN,TP_FN,TP_FP,FDR,MR,precision,recall,fscore
40a08990-33b3-41f5-b061-2561bc84ca96,0,22,0.0015086547052242097,0.0015048144038075785,0.0015,mdd,multiplex,160523,61,445,160968,160584,0.0003798634982314552,0.0027645246260126237,0.9996201365017685,0.9972354753739874,0.9984263820470717
40a08990-33b3-41f5-b061-2561bc84ca96,0,22,0.0015086547052242097,0.0015048144038075785,0.0015,pamld,multiplex,160911,13,57,160968,160924,8.078347542939524e-05,0.0003541076487252125,0.9999192165245706,0.9996458923512748,0.9997825357573348
40a08990-33b3-41f5-b061-2561bc84ca96,0,22,0.0015086547052242097,0.0015048144038075785,0.0015,pamld_ap,multiplex,160911,13,57,160968,160924,8.078347542939524e-05,0.0003541076487252125,0.9999192165245706,0.9996458923512748,0.9997825357573348
40a08990-33b3-41f5-b061-2561bc84ca96,0,22,0.0015086547052242097,0.0015048144038075785,0.0015,pamld_u,multiplex,160932,110,36,160968,161042,0.0006830516262838266,0.0002236469360369763,0.9993169483737162,0.9997763530639631,0.9995465979317413
8c689128-8483-4ce5-9b67-8cb160550497,0,22,0.0026140191760737268,0.0026079814479497932,0.0025,deml,multiplex,160821,405,147,160968,161226,0.0025120017863123813,0.0009132249888176532,0.9974879982136876,0.9990867750111824,0.9982867464943481
8c689128-8483-4ce5-9b67-8cb160550497,0,22,0.0026140191760737268,0.0026079814479497932,0.0025,mdd,multiplex,160198,61,770,160968,160259,0.00038063384895700085,0.0047835594652353266,0.999619366151043,0.9952164405347647,0.9974130443580396
8c689128-8483-4ce5-9b67-8cb160550497,0,22,0.0026140191760737268,0.0026079814479497932,0.0025,pamld,multiplex,160815,17,153,160968,160832,0.00010570035813768404,0.0009504994781571492,0.9998942996418623,0.9990495005218428,0.9994717215661901
8c689128-8483-4ce5-9b67-8cb160550497,0,22,0.0026140191760737268,0.0026079814479497932,0.0025,pamld_ap,multiplex,160815,17,153,160968,160832,0.00010570035813768404,0.0009504994781571492,0.9998942996418623,0.9990495005218428,0.9994717215661901
8c689128-8483-4ce5-9b67-8cb160550497,0,22,0.0026140191760737268,0.0026079814479497932,0.0025,pamld_u,multiplex,160859,192,109,160968,161051,0.001192168940273578,0.0006771532230008449,0.9988078310597264,0.9993228467769991,0.9990652725460297
b7e78bf9-30a3-4955-9469-0bbd77310476,0,22,0.005022469449004313,0.00502988213979957,0.005,deml,multiplex,160698,982,270,160968,161680,0.00607372587827808,0.0016773520202773221,0.993926274121722,0.9983226479797227,0.996119610225385
b7e78bf9-30a3-4955-9469-0bbd77310476,0,22,0.005022469449004313,0.00502988213979957,0.005,mdd,multiplex,159706,62,1262,160968,159768,0.0003880626909018076,0.007840067591074003,0.9996119373090981,0.992159932408926,0.9958719944128503
b7e78bf9-30a3-4955-9469-0bbd77310476,0,22,0.005022469449004313,0.00502988213979957,0.005,pamld,multiplex,160671,35,297,160968,160706,0.00021778900601097657,0.0018450872223050544,0.999782210993989,0.998154912777695,0.9989678991774281
b7e78bf9-30a3-4955-9469-0bbd77310476,0,22,0.005022469449004313,0.00502988213979957,0.005,pamld_ap,multiplex,160671,34,297,160968,160705,0.0002115677794717028,0.0018450872223050544,0.9997884322205283,0.998154912777695,0.9989710047159693
b7e78bf9-30a3-4955-9469-0bbd77310476,0,22,0.005022469449004313,0.00502988213979957,0.005,pamld_u,multiplex,160738,328,230,160968,161066,0.0020364322700011177,0.0014288554246806818,0.9979635677299988,0.9985711445753194,0.9982672637050746
9442e6ea-8033-44b2-b0f3-91470348a7f0,0,22,0.006930104080448791,0.006924673097025652,0.0075,deml,multiplex,160629,1503,339,160968,162132,0.009270224261712678,0.002106008647681527,0.9907297757382874,0.9978939913523185,0.9942989786443827
9442e6ea-8033-44b2-b0f3-91470348a7f0,0,22,0.006930104080448791,0.006924673097025652,0.0075,mdd,multiplex,159341,64,1627,160968,159405,0.0004014930522881967,0.010107599025893345,0.9995985069477118,0.9898924009741067,0.9947217774281852
9442e6ea-8033-44b2-b0f3-91470348a7f0,0,22,0.006930104080448791,0.006924673097025652,0.0075,pamld,multiplex,160621,63,347,160968,160684,0.0003920738841452789,0.002155707966800855,0.9996079261158547,0.9978442920331991,0.9987253304813898
9442e6ea-8033-44b2-b0f3-91470348a7f0,0,22,0.006930104080448791,0.006924673097025652,0.0075,pamld_ap,multiplex,160621,63,347,160968,160684,0.0003920738841452789,0.002155707966800855,0.9996079261158547,0.9978442920331991,0.9987253304813898
9442e6ea-8033-44b2-b0f3-91470348a7f0,0,22,0.006930104080448791,0.006924673097025652,0.0075,pamld_u,multiplex,160678,520,290,160968,161198,0.0032258464745220164,0.0018016003180756424,0.9967741535254779,0.9981983996819244,0.9974857682064525
156d68c8-abcd-439a-a387-71b3708652ff,0,22,0.009601136452099902,0.009597217109966756,0.01,deml,multiplex,160573,2336,395,160968,162909,0.014339293716123726,0.0024539038815168234,0.9856607062838763,0.9975460961184832,0.9915677865362468
156d68c8-abcd-439a-a387-71b3708652ff,0,22,0.009601136452099902,0.009597217109966756,0.01,mdd,multiplex,158888,61,2080,160968,158949,0.0003837708950669712,0.012921822971025296,0.999616229104933,0.9870781770289747,0.9933076391689094
156d68c8-abcd-439a-a387-71b3708652ff,0,22,0.009601136452099902,0.009597217109966756,0.01,pamld,multiplex,160576,104,392,160968,160680,0.0006472491909385113,0.0024352666368470752,0.9993527508090615,0.9975647333631529,0.9984579416007561
156d68c8-abcd-439a-a387-71b3708652ff,0,22,0.009601136452099902,0.009597217109966756,0.01,pamld_ap,multiplex,160577,103,391,160968,160680,0.000641025641025641,0.002429054221957159,0.9993589743589744,0.9975709457780428,0.9984641595781724
156d68c8-abcd-439a-a387-71b3708652ff,0,22,0.009601136452099902,0.009597217109966756,0.01,pamld_u,multiplex,160635,912,333,160968,161547,0.005645415885160356,0.002068734158342031,0.9943545841148397,0.9979312658416579,0.996139714431887
7d4caa7a-5b9c-4b47-af6a-0217ce344f6a,0,22,0.013483866722723161,0.013480778520425887,0.0125,deml,multiplex,160489,3502,479,160968,163991,0.02135483044801239,0.002975746732269768,0.9786451695519877,0.9970242532677303,0.9877492237482268
7d4caa7a-5b9c-4b47-af6a-0217ce344f6a,0,22,0.013483866722723161,0.013480778520425887,0.0125,mdd,multiplex,158204,66,2764,160968,158270,0.00041700890882668856,0.017171114755727846,0.9995829910911733,0.9828288852442721,0.991135140553443
7d4caa7a-5b9c-4b47-af6a-0217ce344f6a,0,22,0.013483866722723161,0.013480778520425887,0.0125,pamld,multiplex,160464,150,504,160968,160614,0.0009339160969778475,0.003131057104517668,0.9990660839030222,0.9968689428954823,0.9979663040841839
7d4caa7a-5b9c-4b47-af6a-0217ce344f6a,0,22,0.013483866722723161,0.013480778520425887,0.0125,pamld_ap,multiplex,160460,149,508,160968,160609,0.0009277188700508689,0.003155906764077332,0.9990722811299492,0.9968440932359227,0.997956943438119
7d4caa7a-5b9c-4b47-af6a-0217ce344f6a,0,22,0.013483866722723161,0.013480778520425887,0.0125,pamld_u,multiplex,160560,1640,408,160968,162200,0.010110974106041924,0.0025346652750857313,0.9898890258939581,0.9974653347249143,0.9936627388850381
a362969d-fe30-497a-a2ec-42bc0119f398,0,22,0.016095562080487544,0.016079213918012623,0.016,deml,multiplex,160456,4547,512,160968,165003,0.027557074719853577,0.003180756423636996,0.9724429252801464,0.996819243576363,0.9844802144976087
a362969d-fe30-497a-a2ec-42bc0119f398,0,22,0.016095562080487544,0.016079213918012623,0.016,mdd,multiplex,157574,56,3394,160968,157630,0.00035526232316183466,0.02108493613637493,0.9996447376768381,0.978915063863625,0.9891713067878644
a362969d-fe30-497a-a2ec-42bc0119f398,0,22,0.016095562080487544,0.016079213918012623,0.016,pamld,multiplex,160438,203,530,160968,160641,0.0012636873525438711,0.003292579891655484,0.9987363126474561,0.9967074201083446,0.9977208349268832
a362969d-fe30-497a-a2ec-42bc0119f398,0,22,0.016095562080487544,0.016079213918012623,0.016,pamld_ap,multiplex,160436,198,532,160968,160634,0.0012326157600507986,0.0033050047214353163,0.9987673842399492,0.9966949952785646,0.9977301136186963
a362969d-fe30-497a-a2ec-42bc0119f398,0,22,0.016095562080487544,0.016079213918012623,0.016,pamld_u,multiplex,160542,2170,426,160968,162712,0.013336447219627318,0.0026464887431042194,0.9866635527803727,0.9973535112568958,0.9919797330696984
62bdb0f5-affe-4b31-8b27-f5e96899f37f,0,22,0.019265409548427006,0.019266911744529214,0.02,deml,multiplex,160398,6117,570,160968,166515,0.036735429240608956,0.0035410764872521247,0.9632645707593911,0.9964589235127479,0.979580619452002
62bdb0f5-affe-4b31-8b27-f5e96899f37f,0,22,0.019265409548427006,0.019266911744529214,0.02,mdd,multiplex,156851,65,4117,160968,156916,0.00041423436743225674,0.025576512101784205,0.9995857656325677,0.9744234878982158,0.9868442576537353
62bdb0f5-affe-4b31-8b27-f5e96899f37f,0,22,0.019265409548427006,0.019266911744529214,0.02,pamld,multiplex,160361,276,607,160968,160637,0.0017181595771833388,0.003770935838179017,0.9982818404228166,0.996229064161821,0.9972543959204615
62bdb0f5-affe-4b31-8b27-f5e96899f37f,0,22,0.019265409548427006,0.019266911744529214,0.02,pamld_ap,multiplex,160358,255,610,160968,160613,0.001587667249849016,0.003789573082848765,0.998412332750151,0.9962104269171512,0.997310164468672
62bdb0f5-affe-4b31-8b27-f5e96899f37f,0,22,0.019265409548427006,0.019266911744529214,0.02,pamld_u,multiplex,160493,2864,475,160968,163357,0.017532153504288155,0.002950897072710104,0.9824678464957118,0.9970491029272899,0.9897047714483928
b37d56c6-488a-4121-abf6-8b8a2bf82668,0,22,0.023206596030835868,0.02319386749805251,0.025,deml,multiplex,160321,8388,647,160968,168709,0.0497187464806264,0.004019432433775658,0.9502812535193736,0.9959805675662243,0.9725943878402193
b37d56c6-488a-4121-abf6-8b8a2bf82668,0,22,0.023206596030835868,0.02319386749805251,0.025,mdd,multiplex,155780,56,5188,160968,155836,0.0003593521394286301,0.032230008448884254,0.9996406478605714,0.9677699915511158,0.9834471786972386
b37d56c6-488a-4121-abf6-8b8a2bf82668,0,22,0.023206596030835868,0.02319386749805251,0.025,pamld,multiplex,160254,317,714,160968,160571,0.001974204557485474,0.00443566423140003,0.9980257954425146,0.9955643357685999,0.9967935460395161
b37d56c6-488a-4121-abf6-8b8a2bf82668,0,22,0.023206596030835868,0.02319386749805251,0.025,pamld_ap,multiplex,160249,300,719,160968,160549,0.0018685884060318035,0.00446672630584961,0.9981314115939682,0.9955332736941503,0.9968306497012599
b37d56c6-488a-4121-abf6-8b8a2bf82668,0,22,0.023206596030835868,0.02319386749805251,0.025,pamld_u,multiplex,160434,3825,534,160968,164259,0.02328639526601282,0.0033174295512151484,0.9767136047339872,0.9966825704487848,0.9865970537501498
424c4ff7-5cc6-4032-bd54-70b492bbcbb5,0,22,0.034070268592542335,0.03406973105966287,0.031,deml,multiplex,160142,15194,826,160968,175336,0.08665647670757859,0.005131454699070623,0.9133435232924214,0.9948685453009294,0.9523645273324135
424c4ff7-5cc6-4032-bd54-70b492bbcbb5,0,22,0.034070268592542335,0.03406973105966287,0.031,mdd,multiplex,152003,67,8965,160968,152070,0.00044058657197343327,0.05569429948809701,0.9995594134280266,0.944305700511903,0.9711472728550528
424c4ff7-5cc6-4032-bd54-70b492bbcbb5,0,22,0.034070268592542335,0.03406973105966287,0.031,pamld,multiplex,159980,638,988,160968,160618,0.003972157541495972,0.006137865911237016,0.9960278424585041,0.993862134088763,0.9949438097429615
424c4ff7-5cc6-4032-bd54-70b492bbcbb5,0,22,0.034070268592542335,0.03406973105966287,0.031,pamld_ap,multiplex,159945,569,1023,160968,160514,0.0035448621304060707,0.006355300432384076,0.9964551378695939,0.9936446995676159,0.9950479342544839
424c4ff7-5cc6-4032-bd54-70b492bbcbb5,0,22,0.034070268592542335,0.03406973105966287,0.031,pamld_u,multiplex,160290,7451,678,160968,167741,0.044419670802010244,0.004212017295363054,0.9555803291979897,0.995787982704637,0.9752699195945349
a5b2c471-f1bc-49b7-9650-19bcd78e73ae,0,22,0.04153615803193878,0.04154681500776635,0.0375,deml,multiplex,159978,19941,990,160968,179919,0.110833208277058,0.006150290741016848,0.889166791722942,0.9938497092589832,0.9385984211776922
a5b2c471-f1bc-49b7-9650-19bcd78e73ae,0,22,0.04153615803193878,0.04154681500776635,0.0375,mdd,multiplex,149089,49,11879,160968,149138,0.0003285547613619601,0.07379727647731225,0.999671445238638,0.9262027235226877,0.9615357329429293
a5b2c471-f1bc-49b7-9650-19bcd78e73ae,0,22,0.04153615803193878,0.04154681500776635,0.0375,pamld,multiplex,159748,848,1220,160968,160596,0.005280330767889611,0.00757914616569753,0.9947196692321104,0.9924208538343025,0.9935689318456046
a5b2c471-f1bc-49b7-9650-19bcd78e73ae,0,22,0.04153615803193878,0.04154681500776635,0.0375,pamld_ap,multiplex,159684,714,1284,160968,160398,0.004451427075150563,0.007976740718652155,0.9955485729248494,0.9920232592813478,0.9937827897163981
a5b2c471-f1bc-49b7-9650-19bcd78e73ae,0,22,0.04153615803193878,0.04154681500776635,0.0375,pamld_u,multiplex,160195,10302,773,160968,170497,0.060423350557487814,0.004802196709905075,0.9395766494425122,0.9951978032900949,0.966587724194108
58020739-79fd-4cab-8f4e-e611a6cfba15,0,22,0.05082324636893082,0.050833909960933954,0.05,deml,multiplex,159756,26039,1212,160968,185795,0.14014908904975915,0.007529446846578202,0.8598509109502409,0.9924705531534218,0.9214131842209232
58020739-79fd-4cab-8f4e-e611a6cfba15,0,22,0.05082324636893082,0.050833909960933954,0.05,mdd,multiplex,144499,60,16469,160968,144559,0.0004150554444897931,0.10231226082202674,0.9995849445555102,0.8976877391779733,0.9459000350214547
58020739-79fd-4cab-8f4e-e611a6cfba15,0,22,0.05082324636893082,0.050833909960933954,0.05,pamld,multiplex,159334,1254,1634,160968,160588,0.007808802650260294,0.010151085930122757,0.9921911973497397,0.9898489140698773,0.9910186717088159
58020739-79fd-4cab-8f4e-e611a6cfba15,0,22,0.05082324636893082,0.050833909960933954,0.05,pamld_ap,multiplex,159222,945,1746,160968,160167,0.005900091779205454,0.01084687639779335,0.9940999082207945,0.9891531236022066,0.9916203465832126
58020739-79fd-4cab-8f4e-e611a6cfba15,0,22,0.05082324636893082,0.050833909960933954,0.05,pamld_u,multiplex,160037,13791,931,160968,173828,0.07933704581540373,0.005783758262511804,0.9206629541845963,0.9942162417374882,0.9560269537270457
ffad3de5-49d4-4c8d-8be9-6db1be42dbda,0,22,0.062074054879668,0.062081469873390846,0.0625,deml,multiplex,159220,33441,1748,160968,192661,0.17357430927899264,0.010859301227573183,0.8264256907210074,0.9891406987724268,0.9004917583116769
ffad3de5-49d4-4c8d-8be9-6db1be42dbda,0,22,0.062074054879668,0.062081469873390846,0.0625,mdd,multiplex,138653,54,22315,160968,138707,0.0003893098401666823,0.13863003826847572,0.9996106901598333,0.8613699617315242,0.9253558021189623
ffad3de5-49d4-4c8d-8be9-6db1be42dbda,0,22,0.062074054879668,0.062081469873390846,0.0625,pamld,multiplex,158530,1800,2438,160968,160330,0.011226844632944552,0.015145867501615227,0.9887731553670555,0.9848541324983848,0.9868097529396386
ffad3de5-49d4-4c8d-8be9-6db1be42dbda,0,22,0.062074054879668,0.062081469873390846,0.0625,pamld_ap,multiplex,158301,1246,2667,160968,159547,0.007809610961033426,0.016568510511405992,0.9921903890389666,0.983431489488594,0.9877915230176434
ffad3de5-49d4-4c8d-8be9-6db1be42dbda,0,22,0.062074054879668,0.062081469873390846,0.0625,pamld_u,multiplex,159661,17426,1307,160968,177087,0.0984036095252616,0.008119626261120222,0.9015963904747384,0.9918803737388798,0.9445859401576666
92ffff7e-8c09-447a-96b1-9bcdc2a0da1c,0,22,0.07520796206119236,0.07520542584097598,0.075,deml,multiplex,158344,41029,2624,160968,199373,0.2057901521269179,0.016301376671139605,0.7942098478730821,0.9836986233288604,0.8788564165609798
92ffff7e-8c09-447a-96b1-9bcdc2a0da1c,0,22,0.07520796206119236,0.07520542584097598,0.075,mdd,multiplex,130825,42,30143,160968,130867,0.00032093652334049075,0.18726082202673824,0.9996790634766595,0.8127391779732618,0.8965682663148697
92ffff7e-8c09-447a-96b1-9bcdc2a0da1c,0,22,0.07520796206119236,0.07520542584097598,0.075,pamld,multiplex,156963,2428,4005,160968,159391,0.015232980532150497,0.024880721634113614,0.9847670194678495,0.9751192783658864,0.9799194029198494
92ffff7e-8c09-447a-96b1-9bcdc2a0da1c,0,22,0.07520796206119236,0.07520542584097598,0.075,pamld_ap,multiplex,156623,1576,4345,160968,158199,0.009962136296689612,0.026992942696685056,0.9900378637033104,0.9730070573033149,0.9814485833435161
92ffff7e-8c09-447a-96b1-9bcdc2a0da1c,0,22,0.07520796206119236,0.07520542584097598,0.075,pamld_u,multiplex,158979,20576,1989,160968,179555,0.114594413967865,0.01235649321604294,0.885405586032135,0.9876435067839571,0.933734285202468
a11ae384-a142-4f33-a129-eda212675e2a,0,22,0.10880495881837887,0.10878126566542042,0.1,deml,multiplex,153437,54867,7531,160968,208304,0.26339868653506415,0.04678569653595746,0.7366013134649358,0.9532143034640426,0.831024285621439
a11ae384-a142-4f33-a129-eda212675e2a,0,22,0.10880495881837887,0.10878126566542042,0.1,mdd,multiplex,110682,73,50286,160968,110755,0.0006591124554196199,0.31239749515431636,0.9993408875445804,0.6876025048456836,0.8146678786852787
a11ae384-a142-4f33-a129-eda212675e2a,0,22,0.10880495881837887,0.10878126566542042,0.1,pamld,multiplex,148472,3500,12496,160968,151972,0.02303055826073224,0.07763033646439044,0.9769694417392678,0.9223696635356096,0.9488847702434972
a11ae384-a142-4f33-a129-eda212675e2a,0,22,0.10880495881837887,0.10878126566542042,0.1,pamld_ap,multiplex,147645,1906,13323,160968,149551,0.012744816149674694,0.08276800357835097,0.9872551838503253,0.917231996421649,0.9509563021908483
a11ae384-a142-4f33-a129-eda212675e2a,0,22,0.10880495881837887,0.10878126566542042,0.1,pamld_u,multiplex,155023,22388,5945,160968,177411,0.126192851627013,0.03693280652055067,0.873807148372987,0.9630671934794494,0.9162684445547743
44eb6f63-6f19-47d2-acce-67f2e59395bf,0,22,0.13099360530178397,0.13098051267870198,0.125,deml,multiplex,147819,62005,13149,160968,209824,0.2955095699252707,0.0816870433875056,0.7044904300747293,0.9183129566124945,0.7973149366760879
44eb6f63-6f19-47d2-acce-67f2e59395bf,0,22,0.13099360530178397,0.13098051267870198,0.125,mdd,multiplex,97351,70,63617,160968,97421,0.0007185309122263167,0.3952151980517867,0.9992814690877737,0.6047848019482133,0.7535227892828255
44eb6f63-6f19-47d2-acce-67f2e59395bf,0,22,0.13099360530178397,0.13098051267870198,0.125,pamld,multiplex,138564,2897,22404,160968,141461,0.020479142661228182,0.13918294319367824,0.9795208573387718,0.8608170568063217,0.9163406948407725
44eb6f63-6f19-47d2-acce-67f2e59395bf,0,22,0.13099360530178397,0.13098051267870198,0.125,pamld_ap,multiplex,137497,1716,23471,160968,139213,0.012326435031211166,0.14581158988121862,0.9876735649687889,0.8541884101187813,0.9160939566461568
44eb6f63-6f19-47d2-acce-67f2e59395bf,0,22,0.13099360530178397,0.13098051267870198,0.125,pamld_u,multiplex,150008,19049,10960,160968,169057,0.11267797251814476,0.06808806719347944,0.8873220274818552,0.9319119328065205,0.9090705249602302
1a0d8c5d-3a1b-48ec-894a-12888c735955,0,22,0.1582891376823743,0.15830620217848237,0.15,deml,multiplex,137805,72185,23163,160968,209990,0.34375446449830943,0.14389816609512449,0.6562455355016905,0.8561018339048755,0.7429682066433396
1a0d8c5d-3a1b-48ec-894a-12888c735955,0,22,0.1582891376823743,0.15830620217848237,0.15,mdd,multiplex,81498,93,79470,160968,81591,0.0011398315990734272,0.4937006113016252,0.9988601684009266,0.5062993886983749,0.6719849603601598
1a0d8c5d-3a1b-48ec-894a-12888c735955,0,22,0.1582891376823743,0.15830620217848237,0.15,pamld,multiplex,121655,1701,39313,160968,123356,0.013789357631570414,0.24422866656726802,0.9862106423684296,0.755771333432732,0.8557490749989447
1a0d8c5d-3a1b-48ec-894a-12888c735955,0,22,0.1582891376823743,0.15830620217848237,0.15,pamld_ap,multiplex,120557,1282,40411,160968,121839,0.010522082420243108,0.25104989811639583,0.9894779175797569,0.7489501018836042,0.8525743705070951
1a0d8c5d-3a1b-48ec-894a-12888c735955,0,22,0.1582891376823743,0.15830620217848237,0.15,pamld_u,multiplex,140205,13970,20763,160968,154175,0.09061131830711854,0.1289883703593261,0.9093886816928815,0.8710116296406739,0.889786541347896
3c4383a7-3ce4-4ecd-8518-c9c7cb681e01,0,22,0.19164928300647516,0.19161565871769887,0.2,deml,multiplex,122537,87149,38431,160968,209686,0.4156166839941627,0.2387493166343621,0.5843833160058373,0.7612506833656378,0.6611934580498253
3c4383a7-3ce4-4ecd-8518-c9c7cb681e01,0,22,0.19164928300647516,0.19161565871769887,0.2,mdd,multiplex,63515,96,97453,160968,63611,0.0015091729417867979,0.6054184682669848,0.9984908270582132,0.39458153173301524,0.5656361458551334
3c4383a7-3ce4-4ecd-8518-c9c7cb681e01,0,22,0.19164928300647516,0.19161565871769887,0.2,pamld,multiplex,96610,814,64358,160968,97424,0.008355230743964525,0.3998185974852145,0.9916447692560355,0.6001814025147856,0.7477785689959442
3c4383a7-3ce4-4ecd-8518-c9c7cb681e01,0,22,0.19164928300647516,0.19161565871769887,0.2,pamld_ap,multiplex,95871,755,65097,160968,96626,0.00781363194171341,0.40440957208886236,0.9921863680582866,0.5955904279111376,0.7443573996288734
3c4383a7-3ce4-4ecd-8518-c9c7cb681e01,0,22,0.19164928300647516,0.19161565871769887,0.2,pamld_u,multiplex,124010,8983,36958,160968,132993,0.06754490837863647,0.22959842950151582,0.9324550916213635,0.7704015704984841,0.8437173638679961
6d9944ec-a347-4b09-8ebc-0e0b2e54875a,0,22,0.23144829314982965,0.23144203284069914,0.25,deml,multiplex,100711,109731,60257,160968,210442,0.521431083148801,0.3743414840216689,0.4785689168511989,0.6256585159783311,0.5423171158557928
