SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
3	1222	8183808	3141201
3	1223	8183808	3117747
3	1224	8183808	3127416
3	1225	8183808	3118034
3	1226	8183808	3088146
3	1227	8183808	3093995
3	1228	8183808	3119020
3	1229	8183808	3132918
3	1230	8183808	3121404
3	1231	8183808	3112757
3	1232	8183808	3116008
3	1233	8183808	3117636
3	1234	8183808	3114918
3	1235	8183808	3112608
3	1236	8183808	3116242
3	1237	8183808	3132464
3	1238	8183808	3130380
3	1239	8183808	3150566
3	1240	8183808	3148973
3	1241	8183808	3143318
3	1242	8183808	3120473
3	1243	8183808	3143596
3	1244	8183808	3134855
3	1245	8183808	3138044
3	1246	8183808	3111737
3	1247	8183808	3108197
3	1248	8183808	3112433
3	1249	8183808	3105094
3	1250	8183808	3105762
3	1251	8183808	3113967
3	1252	8183808	3118294
3	1253	8183808	3115472
3	1254	8183808	3106112
3	1255	8183808	3082576
3	1256	8183808	3108541
3	1257	8183808	3108694
3	1258	8183808	3116635
3	1259	8183808	3110851
3	1260	8183808	3116837
3	1261	8183808	3125292
3	1262	8183808	3136929
3	1263	8183808	3140006
3	1264	8183808	3115605
3	1265	8183808	3123813
3	1266	8183808	3115891
3	1267	8183808	3114193
3	1268	8183808	3116102
3	1269	8183808	3118431
3	1270	8183808	3119251
3	1271	8183808	3125570
3	1272	8183808	3121285
3	1273	8183808	3107244
3	1274	8183808	3120820
3	1275	8183808	3130672
3	1276	8183808	3125773
3	1277	8183808	3121682
3	1278	8183808	3115579
3	1301	8183808	3133877
3	1302	8183808	3144287
3	1303	8183808	3169133
3	1304	8183808	3160414
3	1305	8183808	3134763
3	1306	8183808	3137093
3	1307	8183808	3146139
3	1308	8183808	3164983
3	1309	8183808	3174823
3	1310	8183808	3199856
3	1311	8183808	3209715
3	1312	8183808	3191962
3	1313	8183808	3190860
3	1314	8183808	3188530
3	1315	8183808	3202765
3	1316	8183808	3212762
3	1317	8183808	3195829
3	1318	8183808	3208361
3	1319	8183808	3196877
3	1320	8183808	3213018
3	1321	8183808	3197361
3	1322	8183808	3182372
3	1323	8183808	3176153
3	1324	8183808	3166632
3	1325	8183808	3170510
3	1326	8183808	3157200
3	1327	8183808	3168919
3	1328	8183808	3183887
3	1329	8183808	3188084
3	1330	8183808	3180473
3	1331	8183808	3169698
3	1332	8183808	3179153
3	1333	8183808	3169584
3	1334	8183808	3160936
3	1335	8183808	3160779
3	1336	8183808	3157647
3	1337	8183808	3170321
3	1338	8183808	3165772
3	1339	8183808	3178600
3	1340	8183808	3172269
3	1341	8183808	3170270
3	1342	8183808	3163020
3	1343	8183808	3182486
3	1344	8183808	3198924
3	1345	8183808	3216099
3	1346	8183808	3175565
3	1347	8183808	3182722
3	1348	8183808	3183586
3	1349	8183808	3175479
3	1350	8183808	3183320
3	1351	8183808	3189689
3	1352	8183808	3179137
3	1353	8183808	3190317
3	1354	8183808	3182704
3	1355	8183808	3191937
3	1356	8183808	3190689
3	1357	8183808	3189693
3	1358	8183808	3190552
3	1359	8183808	3183774
3	1360	8183808	3190056
3	1361	8183808	3202845
3	1362	8183808	3209299
3	1363	8183808	3206091
3	1364	8183808	3200524
3	1365	8183808	3209917
3	1366	8183808	3201646
3	1367	8183808	3181237
3	1368	8183808	3211226
3	1369	8183808	3203627
3	1370	8183808	3191776
3	1371	8183808	3198054
3	1372	8183808	3195179
3	1373	8183808	3195620
3	1374	8183808	3206581
3	1375	8183808	3206415
3	1376	8183808	3217369
3	1377	8183808	3196827
3	1378	8183808	3203865
3	1401	8183808	3157032
3	1402	8183808	3157496
3	1403	8183808	3179108
3	1404	8183808	3182121
3	1405	8183808	3147610
3	1406	8183808	3163565
3	1407	8183808	3161259
3	1408	8183808	3173774
3	1409	8183808	3180606
3	1410	8183808	3207808
3	1411	8183808	3197304
3	1412	8183808	3193342
3	1413	8183808	3199300
3	1414	8183808	3203714
3	1415	8183808	3206377
3	1416	8183808	3224239
3	1417	8183808	3215474
3	1418	8183808	3213138
3	1419	8183808	3207933
3	1420	8183808	3206445
3	1421	8183808	3219410
3	1422	8183808	3207338
3	1423	8183808	3191332
3	1424	8183808	3181138
3	1425	8183808	3179849
3	1426	8183808	3173751
3	1427	8183808	3170754
3	1428	8183808	3182644
3	1429	8183808	3187885
3	1430	8183808	3198113
3	1431	8183808	3181644
3	1432	8183808	3183104
3	1433	8183808	3179804
3	1434	8183808	3195845
3	1435	8183808	3188766
3	1436	8183808	3186458
3	1437	8183808	3181895
3	1438	8183808	3177977
3	1439	8183808	3186337
3	1440	8183808	3182705
3	1441	8183808	3189954
3	1442	8183808	3189011
3	1443	8183808	3178556
3	1444	8183808	3208531
3	1445	8183808	3213515
3	1446	8183808	3214961
3	1447	8183808	3200963
3	1448	8183808	3187716
3	1449	8183808	3200839
3	1450	8183808	3195909
3	1451	8183808	3196338
3	1452	8183808	3196929
3	1453	8183808	3196696
3	1454	8183808	3200288
3	1455	8183808	3197809
3	1456	8183808	3190901
3	1457	8183808	3197489
3	1458	8183808	3196776
3	1459	8183808	3192449
3	1460	8183808	3185388
3	1461	8183808	3190807
3	1462	8183808	3194725
3	1463	8183808	3202387
3	1464	8183808	3203913
3	1465	8183808	3204190
3	1466	8183808	3199693
3	1467	8183808	3190663
3	1468	8183808	3196358
3	1469	8183808	3207306
3	1470	8183808	3182012
3	1471	8183808	3173391
3	1472	8183808	3187083
3	1473	8183808	3181306
3	1474	8183808	3193170
3	1475	8183808	3192553
3	1476	8183808	3193098
3	1477	8183808	3180848
3	1478	8183808	3183806
3	1501	8183808	3102710
3	1502	8183808	3110139
3	1503	8183808	3099779
3	1504	8183808	3091640
3	1505	8183808	3096095
3	1506	8183808	3121844
3	1507	8183808	3126422
3	1508	8183808	3122155
3	1509	8183808	3139030
3	1510	8183808	3139896
3	1511	8183808	3139241
3	1512	8183808	3143854
3	1513	8183808	3154064
3	1514	8183808	3152341
3	1515	8183808	3155167
3	1516	8183808	3155946
3	1517	8183808	3163028
3	1518	8183808	3163943
3	1519	8183808	3151591
3	1520	8183808	3152594
3	1521	8183808	3155564
3	1522	8183808	3148532
3	1523	8183808	3151687
3	1524	8183808	3137765
3	1525	8183808	3136496
3	1526	8183808	3135173
3	1527	8183808	3126757
3	1528	8183808	3146931
3	1529	8183808	3149189
3	1530	8183808	3144244
3	1531	8183808	3137545
3	1532	8183808	3130193
3	1533	8183808	3121715
3	1534	8183808	3138337
3	1535	8183808	3118153
3	1536	8183808	3131101
3	1537	8183808	3127381
3	1538	8183808	3128579
3	1539	8183808	3130586
3	1540	8183808	3124751
3	1541	8183808	3117640
3	1542	8183808	3131960
3	1543	8183808	3125363
3	1544	8183808	3139044
3	1545	8183808	3156280
3	1546	8183808	3157170
3	1547	8183808	3137338
3	1548	8183808	3136562
3	1549	8183808	3142404
3	1550	8183808	3136728
3	1551	8183808	3143291
3	1552	8183808	3142944
3	1553	8183808	3109315
3	1554	8183808	3133640
3	1555	8183808	3145362
3	1556	8183808	3139582
3	1557	8183808	3144659
3	1558	8183808	3150166
3	1559	8183808	3148724
3	1560	8183808	3142328
3	1561	8183808	3149410
3	1562	8183808	3151506
3	1563	8183808	3158375
3	1564	8183808	3159653
3	1565	8183808	3151879
3	1566	8183808	3165575
3	1567	8183808	3156081
3	1568	8183808	3155027
3	1569	8183808	3157426
3	1570	8183808	3156844
3	1571	8183808	3152866
3	1572	8183808	3155184
3	1573	8183808	3147647
3	1574	8183808	3153305
3	1575	8183808	3145075
3	1576	8183808	3161927
3	1577	8183808	3155688
3	1578	8183808	3161557
3	1601	8183808	3032362
3	1602	8183808	3031259
3	1603	8183808	3035708
3	1604	8183808	3035641
3	1605	8183808	3045393
3	1606	8183808	3044791
3	1607	8183808	3062264
3	1608	8183808	3067216
3	1609	8183808	3076636
3	1610	8183808	3082037
3	1611	8183808	3097033
3	1612	8183808	3096731
3	1613	8183808	3107617
3	1614	8183808	3123711
3	1615	8183808	3131437
3	1616	8183808	3114712
3	1617	8183808	3131357
3	1618	8183808	3131400
3	1619	8183808	3130100
3	1620	8183808	3141695
3	1621	8183808	3132154
3	1622	8183808	3139100
3	1623	8183808	3137733
3	1624	8183808	3140707
3	1625	8183808	3138024
3	1626	8183808	3137468
3	1627	8183808	3122801
3	1628	8183808	3128008
3	1629	8183808	3138707
3	1630	8183808	3154945
3	1631	8183808	3150650
3	1632	8183808	3135765
3	1633	8183808	3130731
3	1634	8183808	3133485
3	1635	8183808	3142151
3	1636	8183808	3130645
3	1637	8183808	3142206
3	1638	8183808	3135790
3	1639	8183808	3135810
3	1640	8183808	3127208
3	1641	8183808	3147528
3	1642	8183808	3143029
3	1643	8183808	3141727
3	1644	8183808	3147155
3	1645	8183808	3147077
3	1646	8183808	3154934
3	1647	8183808	3153975
3	1648	8183808	3161881
3	1649	8183808	3164389
3	1650	8183808	3157038
3	1651	8183808	3157391
3	1652	8183808	3160270
3	1653	8183808	3155809
3	1654	8183808	3158140
3	1655	8183808	3164711
3	1656	8183808	3160356
3	1657	8183808	3156082
3	1658	8183808	3173991
3	1659	8183808	3166718
3	1660	8183808	3162310
3	1661	8183808	3163506
3	1662	8183808	3162476
3	1663	8183808	3171972
3	1664	8183808	3169789
3	1665	8183808	3173111
3	1666	8183808	3168106
3	1667	8183808	3167606
3	1668	8183808	3165882
3	1669	8183808	3174429
3	1670	8183808	3169053
3	1671	8183808	3162428
3	1672	8183808	3156947
3	1673	8183808	3150129
3	1674	8183808	3163002
3	1675	8183808	3151404
3	1676	8183808	3155693
3	1677	8183808	3162231
3	1678	8183808	3164213
3	2101	8183808	2935031
3	2102	8183808	2944132
3	2103	8183808	2945065
3	2104	8183808	2949790
3	2105	8183808	2950063
3	2106	8183808	2961036
3	2107	8183808	2958918
3	2108	8183808	2960236
3	2109	8183808	2959384
3	2110	8183808	2967996
3	2111	8183808	2947152
3	2112	8183808	2960231
3	2113	8183808	2964726
3	2114	8183808	2983037
3	2115	8183808	2991392
3	2116	8183808	2997599
3	2117	8183808	2996117
3	2118	8183808	3009310
3	2119	8183808	3013162
3	2120	8183808	3010007
3	2121	8183808	3015582
3	2122	8183808	3007678
3	2123	8183808	3000370
3	2124	8183808	3008829
3	2125	8183808	2985095
3	2126	8183808	2980404
3	2127	8183808	2981739
3	2128	8183808	2995098
3	2129	8183808	3005091
3	2130	8183808	3008254
3	2131	8183808	3011039
3	2132	8183808	3012574
3	2133	8183808	3012670
3	2134	8183808	3011310
3	2135	8183808	3005870
3	2136	8183808	3008889
3	2137	8183808	3036898
3	2138	8183808	3052897
3	2139	8183808	3051833
3	2140	8183808	3074754
3	2141	8183808	3005998
3	2142	8183808	3017267
3	2143	8183808	2995303
3	2144	8183808	3000009
3	2145	8183808	2996587
3	2146	8183808	2978759
3	2147	8183808	2961293
3	2148	8183808	2982353
3	2149	8183808	2966735
3	2150	8183808	2958269
3	2151	8183808	2984693
3	2152	8183808	2956106
3	2153	8183808	2969800
3	2154	8183808	2947211
3	2155	8183808	2898478
3	2156	8183808	2970902
3	2157	8183808	2986184
3	2158	8183808	2981552
3	2159	8183808	2982666
3	2160	8183808	2993044
3	2161	8183808	2998256
3	2162	8183808	2976157
3	2163	8183808	2997926
3	2164	8183808	3005744
3	2165	8183808	2974954
3	2166	8183808	3001257
3	2167	8183808	2997740
3	2168	8183808	2993352
3	2169	8183808	2994115
3	2170	8183808	3003937
3	2171	8183808	2979582
3	2172	8183808	2980443
3	2173	8183808	2984589
3	2174	8183808	2986723
3	2175	8183808	2977645
3	2176	8183808	2977695
3	2177	8183808	2970874
3	2178	8183808	2948327
3	2201	8183808	3053027
3	2202	8183808	3067863
3	2203	8183808	3059359
3	2204	8183808	3066497
3	2205	8183808	3063955
3	2206	8183808	3065586
3	2207	8183808	3064391
3	2208	8183808	3075636
3	2209	8183808	3075679
3	2210	8183808	3084567
3	2211	8183808	3089793
3	2212	8183808	3060662
3	2213	8183808	3065619
3	2214	8183808	3073102
3	2215	8183808	3077716
3	2216	8183808	3071162
3	2217	8183808	3077994
3	2218	8183808	3072690
3	2219	8183808	3072809
3	2220	8183808	3081510
3	2221	8183808	3098101
3	2222	8183808	3088507
3	2223	8183808	3062033
3	2224	8183808	3084144
3	2225	8183808	3073220
3	2226	8183808	3064772
3	2227	8183808	3053291
3	2228	8183808	3068680
3	2229	8183808	3063809
3	2230	8183808	3054011
3	2231	8183808	3052209
3	2232	8183808	3055067
3	2233	8183808	3053719
3	2234	8183808	3047720
3	2235	8183808	3047281
3	2236	8183808	3058142
3	2237	8183808	3065514
3	2238	8183808	3073699
3	2239	8183808	3064800
3	2240	8183808	3047381
3	2241	8183808	3051373
3	2242	8183808	3034174
3	2243	8183808	3050413
3	2244	8183808	3046842
3	2245	8183808	3038475
3	2246	8183808	3038817
3	2247	8183808	3031524
3	2248	8183808	3033919
3	2249	8183808	3017469
3	2250	8183808	3008359
3	2251	8183808	3022737
3	2252	8183808	3015666
3	2253	8183808	3013196
3	2254	8183808	3001122
3	2255	8183808	2994448
3	2256	8183808	3014918
3	2257	8183808	3006611
3	2258	8183808	3016466
3	2259	8183808	3023301
3	2260	8183808	3023815
3	2261	8183808	3022425
3	2262	8183808	3025974
3	2263	8183808	3029885
3	2264	8183808	3019468
3	2265	8183808	3024116
3	2266	8183808	3032362
3	2267	8183808	3024080
3	2268	8183808	3026706
3	2269	8183808	3021333
3	2270	8183808	3011988
3	2271	8183808	3024655
3	2272	8183808	3013330
3	2273	8183808	3003762
3	2274	8183808	3011120
3	2275	8183808	2999631
3	2276	8183808	2980035
3	2277	8183808	2985240
3	2278	8183808	2964810
3	2301	8183808	3080222
3	2302	8183808	3075405
3	2303	8183808	3084195
3	2304	8183808	3081479
3	2305	8183808	3081057
3	2306	8183808	3065803
3	2307	8183808	3082958
3	2308	8183808	3098558
3	2309	8183808	3097635
3	2310	8183808	3103567
3	2311	8183808	3109929
3	2312	8183808	3109792
3	2313	8183808	3104918
3	2314	8183808	3106678
3	2315	8183808	3109066
3	2316	8183808	3089452
3	2317	8183808	3102066
3	2318	8183808	3104462
3	2319	8183808	3102925
3	2320	8183808	3101119
3	2321	8183808	3100973
3	2322	8183808	3100543
3	2323	8183808	3090874
3	2324	8183808	3072477
3	2325	8183808	3073890
3	2326	8183808	3072296
3	2327	8183808	3075173
3	2328	8183808	3068551
3	2329	8183808	3084238
3	2330	8183808	3058194
3	2331	8183808	3067689
3	2332	8183808	3066962
3	2333	8183808	3068691
3	2334	8183808	3060438
3	2335	8183808	3049357
3	2336	8183808	3050684
3	2337	8183808	3073827
3	2338	8183808	3089308
3	2339	8183808	3074793
3	2340	8183808	3061916
3	2341	8183808	3054121
3	2342	8183808	3048521
3	2343	8183808	3052006
3	2344	8183808	3061579
3	2345	8183808	3051284
3	2346	8183808	3056056
3	2347	8183808	3060581
3	2348	8183808	3049456
3	2349	8183808	3054240
3	2350	8183808	3059082
3	2351	8183808	3045884
3	2352	8183808	3051935
3	2353	8183808	3049531
3	2354	8183808	3039514
3	2355	8183808	3055338
3	2356	8183808	3048564
3	2357	8183808	3050516
3	2358	8183808	3038517
3	2359	8183808	3051846
3	2360	8183808	3055761
3	2361	8183808	3056573
3	2362	8183808	3071190
3	2363	8183808	3072625
3	2364	8183808	3052621
3	2365	8183808	3017710
3	2366	8183808	3060685
3	2367	8183808	3043468
3	2368	8183808	3051002
3	2369	8183808	3070048
3	2370	8183808	3052042
3	2371	8183808	3050572
3	2372	8183808	3054639
3	2373	8183808	3057577
3	2374	8183808	3048983
3	2375	8183808	3058865
3	2376	8183808	3050363
3	2377	8183808	3049516
3	2378	8183808	3038822
3	2401	8183808	3082797
3	2402	8183808	3103803
3	2403	8183808	3093565
3	2404	8183808	3089204
3	2405	8183808	3095205
3	2406	8183808	3085945
3	2407	8183808	3086050
3	2408	8183808	3102565
3	2409	8183808	3113079
3	2410	8183808	3113203
3	2411	8183808	3105971
3	2412	8183808	3096178
3	2413	8183808	3102416
3	2414	8183808	3115776
3	2415	8183808	3107054
3	2416	8183808	3120930
3	2417	8183808	3117714
3	2418	8183808	3111560
3	2419	8183808	3106889
3	2420	8183808	3105364
3	2421	8183808	3109235
3	2422	8183808	3106772
3	2423	8183808	3105649
3	2424	8183808	3091270
3	2425	8183808	3095180
3	2426	8183808	3069974
3	2427	8183808	3087404
3	2428	8183808	3093227
3	2429	8183808	3089334
3	2430	8183808	3085261
3	2431	8183808	3088652
3	2432	8183808	3086537
3	2433	8183808	3091853
3	2434	8183808	3086848
3	2435	8183808	3079085
3	2436	8183808	3086583
3	2437	8183808	3097935
3	2438	8183808	3116391
3	2439	8183808	3097348
3	2440	8183808	3086836
3	2441	8183808	3087118
3	2442	8183808	3091786
3	2443	8183808	3079292
3	2444	8183808	3086325
3	2445	8183808	3101908
3	2446	8183808	3089024
3	2447	8183808	3085513
3	2448	8183808	3073515
3	2449	8183808	3088386
3	2450	8183808	3080474
3	2451	8183808	3083817
3	2452	8183808	3085123
3	2453	8183808	3076096
3	2454	8183808	3079780
3	2455	8183808	3077903
3	2456	8183808	3081923
3	2457	8183808	3097383
3	2458	8183808	3088490
3	2459	8183808	3075930
3	2460	8183808	3070843
3	2461	8183808	3084363
3	2462	8183808	3089379
3	2463	8183808	3095510
3	2464	8183808	3052189
3	2465	8183808	3078808
3	2466	8183808	3075047
3	2467	8183808	3083668
3	2468	8183808	3076659
3	2469	8183808	3072501
3	2470	8183808	3069859
3	2471	8183808	3066101
3	2472	8183808	3068401
3	2473	8183808	3066624
3	2474	8183808	3068128
3	2475	8183808	3060980
3	2476	8183808	3060612
3	2477	8183808	3062223
3	2478	8183808	3063911
3	2501	8183808	3050027
3	2502	8183808	3051933
3	2503	8183808	3052830
3	2504	8183808	3060265
3	2505	8183808	3056476
3	2506	8183808	3065090
3	2507	8183808	3064125
3	2508	8183808	3062955
3	2509	8183808	3069317
3	2510	8183808	3063869
3	2511	8183808	3083370
3	2512	8183808	3079713
3	2513	8183808	3081077
3	2514	8183808	3091299
3	2515	8183808	3089534
3	2516	8183808	3086100
3	2517	8183808	3094063
3	2518	8183808	3086805
3	2519	8183808	3079084
3	2520	8183808	3091304
3	2521	8183808	3077605
3	2522	8183808	3083236
3	2523	8183808	3088496
3	2524	8183808	3084495
3	2525	8183808	3073894
3	2526	8183808	3074885
3	2527	8183808	3068993
3	2528	8183808	3077372
3	2529	8183808	3061226
3	2530	8183808	3073738
3	2531	8183808	3069476
3	2532	8183808	3070074
3	2533	8183808	3072271
3	2534	8183808	3076600
3	2535	8183808	3059637
3	2536	8183808	3058020
3	2537	8183808	3067235
3	2538	8183808	3089134
3	2539	8183808	3082694
3	2540	8183808	3065187
3	2541	8183808	3061694
3	2542	8183808	3068458
3	2543	8183808	3067820
3	2544	8183808	3062888
3	2545	8183808	3082757
3	2546	8183808	3072459
3	2547	8183808	3062380
3	2548	8183808	3061904
3	2549	8183808	3061696
3	2550	8183808	3067715
3	2551	8183808	3069543
3	2552	8183808	3061823
3	2553	8183808	3047843
3	2554	8183808	3057877
3	2555	8183808	3056909
3	2556	8183808	3061847
3	2557	8183808	3058679
3	2558	8183808	3066667
3	2559	8183808	3058951
3	2560	8183808	3065374
3	2561	8183808	3058198
3	2562	8183808	3067990
3	2563	8183808	3067688
3	2564	8183808	3070109
3	2565	8183808	3054419
3	2566	8183808	3066297
3	2567	8183808	3069018
3	2568	8183808	3065260
3	2569	8183808	3079993
3	2570	8183808	3069941
3	2571	8183808	3065436
3	2572	8183808	3063227
3	2573	8183808	3056143
3	2574	8183808	3040541
3	2575	8183808	3045066
3	2576	8183808	3049463
3	2577	8183808	3049372
3	2578	8183808	3036274
3	2601	8183808	2993672
3	2602	8183808	3003846
3	2603	8183808	2997324
3	2604	8183808	3004443
3	2605	8183808	3010360
3	2606	8183808	3003074
3	2607	8183808	3018751
3	2608	8183808	3016908
3	2609	8183808	3019050
3	2610	8183808	3033335
3	2611	8183808	3031950
3	2612	8183808	3034047
3	2613	8183808	3035203
3	2614	8183808	3045558
3	2615	8183808	3051653
3	2616	8183808	3052486
3	2617	8183808	3057624
3	2618	8183808	3054329
3	2619	8183808	3062366
3	2620	8183808	3068281
3	2621	8183808	3054085
3	2622	8183808	3063100
3	2623	8183808	3073265
3	2624	8183808	3070519
3	2625	8183808	3057848
3	2626	8183808	3066641
3	2627	8183808	3063066
3	2628	8183808	3063828
3	2629	8183808	3067771
3	2630	8183808	3068880
3	2631	8183808	3073012
3	2632	8183808	3070963
3	2633	8183808	3076715
3	2634	8183808	3072018
3	2635	8183808	3048740
3	2636	8183808	2915405
3	2637	8183808	3089284
3	2638	8183808	3101630
3	2639	8183808	3087793
3	2640	8183808	3084547
3	2641	8183808	3085885
3	2642	8183808	3080020
3	2643	8183808	3081046
3	2644	8183808	3086019
3	2645	8183808	3080876
3	2646	8183808	3090084
3	2647	8183808	3084157
3	2648	8183808	3089517
3	2649	8183808	3091341
3	2650	8183808	3081216
3	2651	8183808	3086677
3	2652	8183808	3080799
3	2653	8183808	3085325
3	2654	8183808	3080019
3	2655	8183808	3086305
3	2656	8183808	3088434
3	2657	8183808	3089229
3	2658	8183808	3096172
3	2659	8183808	3099530
3	2660	8183808	3082211
3	2661	8183808	3082904
3	2662	8183808	3087647
3	2663	8183808	3097258
3	2664	8183808	3082999
3	2665	8183808	3081856
3	2666	8183808	3081574
3	2667	8183808	3083673
3	2668	8183808	3073435
3	2669	8183808	3079517
3	2670	8183808	3083683
3	2671	8183808	3085962
3	2672	8183808	3065588
3	2673	8183808	3074722
3	2674	8183808	3073117
3	2675	8183808	3063360
3	2676	8183808	3076282
3	2677	8183808	3078324
3	2678	8183808	3077345
