SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
2	1311	8183808	3204408
2	1312	8183808	3224445
2	1313	8183808	3208695
2	1314	8183808	3206028
2	1315	8183808	3215573
2	1316	8183808	3220085
2	1317	8183808	3200203
2	1318	8183808	3185563
2	1319	8183808	3195626
2	1320	8183808	3178256
2	1321	8183808	3183050
2	1322	8183808	3191887
2	1323	8183808	3174167
2	1324	8183808	3206925
2	1325	8183808	3202246
2	1326	8183808	3206818
2	1327	8183808	3185580
2	1328	8183808	3179235
2	1329	8183808	3167078
2	1330	8183808	3176032
2	1331	8183808	3181777
2	1332	8183808	3179060
2	1333	8183808	3173850
2	1334	8183808	3189016
2	1335	8183808	3177034
2	1336	8183808	3187541
2	1337	8183808	3184027
2	1338	8183808	3195412
2	1339	8183808	3200525
2	1340	8183808	3191326
2	1341	8183808	3184442
2	1342	8183808	3185424
2	1343	8183808	3182798
2	1344	8183808	3195663
2	1345	8183808	3196731
2	1346	8183808	3182433
2	1347	8183808	3198320
2	1348	8183808	3191857
2	1349	8183808	3193465
2	1350	8183808	3214257
2	1351	8183808	3202470
2	1352	8183808	3196524
2	1353	8183808	3205121
2	1354	8183808	3192062
2	1355	8183808	3202475
2	1356	8183808	3206540
2	1357	8183808	3210525
2	1358	8183808	3216955
2	1359	8183808	3224988
2	1360	8183808	3213463
2	1361	8183808	3231579
2	1362	8183808	3237732
2	1363	8183808	3214224
2	1364	8183808	3208798
2	1365	8183808	3205081
2	1366	8183808	3184597
2	1367	8183808	3195807
2	1368	8183808	3200210
2	1369	8183808	3190862
2	1370	8183808	3192660
2	1371	8183808	3198005
2	1372	8183808	3199276
2	1373	8183808	3216895
2	1374	8183808	3210441
2	1375	8183808	3202248
2	1376	8183808	3203829
2	1377	8183808	3188984
2	1378	8183808	3185960
2	1401	8183808	3075942
2	1402	8183808	3083107
2	1403	8183808	3127107
2	1404	8183808	3127261
2	1405	8183808	3136045
2	1406	8183808	3130650
2	1407	8183808	3158629
2	1408	8183808	3154105
2	1409	8183808	3169170
2	1410	8183808	3191010
2	1411	8183808	3188975
2	1412	8183808	3211952
2	1413	8183808	3203207
2	1414	8183808	3209188
2	1415	8183808	3213836
2	1416	8183808	3219389
2	1417	8183808	3199551
2	1418	8183808	3205918
2	1419	8183808	3203372
2	1420	8183808	3208313
2	1421	8183808	3196897
2	1422	8183808	3206971
2	1423	8183808	3212383
2	1424	8183808	3202469
2	1425	8183808	3211140
2	1426	8183808	3214992
2	1427	8183808	3201244
2	1428	8183808	3189887
2	1429	8183808	3200247
2	1430	8183808	3197038
2	1431	8183808	3195355
2	1432	8183808	3190017
2	1433	8183808	3193179
2	1434	8183808	3185792
2	1435	8183808	3198738
2	1436	8183808	3187757
2	1437	8183808	3188005
2	1438	8183808	3188395
2	1439	8183808	3196652
2	1440	8183808	3205515
2	1441	8183808	3206375
2	1442	8183808	3190114
2	1443	8183808	3193563
2	1444	8183808	3195285
2	1445	8183808	3197778
2	1446	8183808	3195688
2	1447	8183808	3191676
2	1448	8183808	3206723
2	1449	8183808	3194756
2	1450	8183808	3201008
2	1451	8183808	3196796
2	1452	8183808	3203358
2	1453	8183808	3209979
2	1454	8183808	3211587
2	1455	8183808	3221566
2	1456	8183808	3225358
2	1457	8183808	3230831
2	1458	8183808	3223875
2	1459	8183808	3225593
2	1460	8183808	3210628
2	1461	8183808	3206272
2	1462	8183808	3195097
2	1463	8183808	3223332
2	1464	8183808	3207283
2	1465	8183808	3196141
2	1466	8183808	3191226
2	1467	8183808	3186289
2	1468	8183808	3191826
2	1469	8183808	3194905
2	1470	8183808	3200522
2	1471	8183808	3195575
2	1472	8183808	3202533
2	1473	8183808	3207978
2	1474	8183808	3216941
2	1475	8183808	3207792
2	1476	8183808	3209423
2	1477	8183808	3200269
2	1478	8183808	3195481
2	1501	8183808	3012954
2	1502	8183808	3021028
2	1503	8183808	3038624
2	1504	8183808	3068247
2	1505	8183808	3071014
2	1506	8183808	3077952
2	1507	8183808	3090142
2	1508	8183808	3094106
2	1509	8183808	3117672
2	1510	8183808	3139304
2	1511	8183808	3131866
2	1512	8183808	3137707
2	1513	8183808	3156087
2	1514	8183808	3160962
2	1515	8183808	3151710
2	1516	8183808	3154722
2	1517	8183808	3162192
2	1518	8183808	3154380
2	1519	8183808	3160242
2	1520	8183808	3161011
2	1521	8183808	3161203
2	1522	8183808	3159581
2	1523	8183808	3145955
2	1524	8183808	3122656
2	1525	8183808	3151246
2	1526	8183808	3142894
2	1527	8183808	3153847
2	1528	8183808	3147450
2	1529	8183808	3140895
2	1530	8183808	3139933
2	1531	8183808	3142441
2	1532	8183808	3143277
2	1533	8183808	3133195
2	1534	8183808	3122746
2	1535	8183808	3129671
2	1536	8183808	3139081
2	1537	8183808	3130668
2	1538	8183808	3128013
2	1539	8183808	3134216
2	1540	8183808	3135560
2	1541	8183808	3135364
2	1542	8183808	3124766
2	1543	8183808	3139572
2	1544	8183808	3153016
2	1545	8183808	3147673
2	1546	8183808	3155474
2	1547	8183808	3145011
2	1548	8183808	3141196
2	1549	8183808	3127796
2	1550	8183808	3131595
2	1551	8183808	3147010
2	1552	8183808	3146767
2	1553	8183808	3141213
2	1554	8183808	3159993
2	1555	8183808	3154973
2	1556	8183808	3155055
2	1557	8183808	3165102
2	1558	8183808	3161481
2	1559	8183808	3144989
2	1560	8183808	3132058
2	1561	8183808	3142344
2	1562	8183808	3146611
2	1563	8183808	3145567
2	1564	8183808	3139872
2	1565	8183808	3119297
2	1566	8183808	3117505
2	1567	8183808	3120308
2	1568	8183808	3130966
2	1569	8183808	3126958
2	1570	8183808	3130782
2	1571	8183808	3118379
2	1572	8183808	3126161
2	1573	8183808	3148721
2	1574	8183808	3137762
2	1575	8183808	3146310
2	1576	8183808	3149470
2	1577	8183808	3152755
2	1578	8183808	3125947
2	1601	8183808	2929942
2	1602	8183808	2934705
2	1603	8183808	2918055
2	1604	8183808	2941334
2	1605	8183808	2940121
2	1606	8183808	2964155
2	1607	8183808	2973981
2	1608	8183808	3012821
2	1609	8183808	3017858
2	1610	8183808	3028408
2	1611	8183808	3039558
2	1612	8183808	3054699
2	1613	8183808	3072389
2	1614	8183808	3065817
2	1615	8183808	3092401
2	1616	8183808	3074356
2	1617	8183808	3070152
2	1618	8183808	3109596
2	1619	8183808	3127761
2	1620	8183808	3135753
2	1621	8183808	3137222
2	1622	8183808	3129016
2	1623	8183808	3116936
2	1624	8183808	3100742
2	1625	8183808	3123646
2	1626	8183808	3121947
2	1627	8183808	3133763
2	1628	8183808	3122991
2	1629	8183808	2374776
2	1630	8183808	3125167
2	1631	8183808	3134380
2	1632	8183808	3142715
2	1633	8183808	3129966
2	1634	8183808	3139049
2	1635	8183808	3120963
2	1636	8183808	3145573
2	1637	8183808	3076868
2	1638	8183808	3118557
2	1639	8183808	3138223
2	1640	8183808	3131083
2	1641	8183808	3140361
2	1642	8183808	3144911
2	1643	8183808	3144836
2	1644	8183808	3138704
2	1645	8183808	3142591
2	1646	8183808	3149428
2	1647	8183808	3152868
2	1648	8183808	3137761
2	1649	8183808	3138661
2	1650	8183808	3142867
2	1651	8183808	3135481
2	1652	8183808	3150055
2	1653	8183808	3150696
2	1654	8183808	3155024
2	1655	8183808	3159254
2	1656	8183808	3151817
2	1657	8183808	3165341
2	1658	8183808	3170713
2	1659	8183808	3158446
2	1660	8183808	3100710
2	1661	8183808	3145544
2	1662	8183808	3132106
2	1663	8183808	3134099
2	1664	8183808	3114863
2	1665	8183808	3111320
2	1666	8183808	3125314
2	1667	8183808	3119703
2	1668	8183808	3123671
2	1669	8183808	3104330
2	1670	8183808	3114699
2	1671	8183808	3123029
2	1672	8183808	3115478
2	1673	8183808	3128087
2	1674	8183808	3129130
2	1675	8183808	3134577
2	1676	8183808	3133085
2	1677	8183808	3130217
2	1678	8183808	3124656
2	2101	8183808	2930798
2	2102	8183808	2940394
2	2103	8183808	2957529
2	2104	8183808	2968678
2	2105	8183808	2961198
2	2106	8183808	2984208
2	2107	8183808	3028032
2	2108	8183808	2968233
2	2109	8183808	2966899
2	2110	8183808	2990532
2	2111	8183808	3005271
2	2112	8183808	3000881
2	2113	8183808	3020841
2	2114	8183808	3028089
2	2115	8183808	3015615
2	2116	8183808	3029579
2	2117	8183808	3036060
2	2118	8183808	3013168
2	2119	8183808	3016631
2	2120	8183808	3017482
2	2121	8183808	3024569
2	2122	8183808	3002263
2	2123	8183808	3017791
2	2124	8183808	3023249
2	2125	8183808	3004364
2	2126	8183808	2990316
2	2127	8183808	3006347
2	2128	8183808	3013628
2	2129	8183808	3023937
2	2130	8183808	3034800
2	2131	8183808	3020880
2	2132	8183808	3022479
2	2133	8183808	3023735
2	2134	8183808	3010210
2	2135	8183808	3028797
2	2136	8183808	3018741
2	2137	8183808	3016551
2	2138	8183808	3051574
2	2139	8183808	3043772
2	2140	8183808	3061160
2	2141	8183808	3008528
2	2142	8183808	3008647
2	2143	8183808	2988217
2	2144	8183808	2958801
2	2145	8183808	2977614
2	2146	8183808	2979754
2	2147	8183808	2979838
2	2148	8183808	2981062
2	2149	8183808	2982184
2	2150	8183808	2972788
2	2151	8183808	2978818
2	2152	8183808	2981421
2	2153	8183808	2984738
2	2154	8183808	2978374
2	2155	8183808	2978124
2	2156	8183808	2984764
2	2157	8183808	2971522
2	2158	8183808	2983277
2	2159	8183808	2989575
2	2160	8183808	2975693
2	2161	8183808	2991483
2	2162	8183808	3004663
2	2163	8183808	3004871
2	2164	8183808	2984938
2	2165	8183808	2961897
2	2166	8183808	2957682
2	2167	8183808	2961680
2	2168	8183808	2959744
2	2169	8183808	2949886
2	2170	8183808	2957283
2	2171	8183808	2955132
2	2172	8183808	2942736
2	2173	8183808	2954559
2	2174	8183808	2965143
2	2175	8183808	2959409
2	2176	8183808	2957392
2	2177	8183808	2936287
2	2178	8183808	2936394
2	2201	8183808	3045002
2	2202	8183808	3050581
2	2203	8183808	3058504
2	2204	8183808	3073956
2	2205	8183808	3049659
2	2206	8183808	3067248
2	2207	8183808	3092611
2	2208	8183808	3084368
2	2209	8183808	3087842
2	2210	8183808	3105676
2	2211	8183808	3114133
2	2212	8183808	3118518
2	2213	8183808	3121148
2	2214	8183808	3126500
2	2215	8183808	3138917
2	2216	8183808	3132308
2	2217	8183808	3129521
2	2218	8183808	3135424
2	2219	8183808	3126142
2	2220	8183808	3118151
2	2221	8183808	3125943
2	2222	8183808	3095186
2	2223	8183808	3106632
2	2224	8183808	3097314
2	2225	8183808	3074588
2	2226	8183808	3098933
2	2227	8183808	3113415
2	2228	8183808	3111414
2	2229	8183808	3103156
2	2230	8183808	3092526
2	2231	8183808	3098506
2	2232	8183808	3041734
2	2233	8183808	3092253
2	2234	8183808	3090837
2	2235	8183808	3094204
2	2236	8183808	3069939
2	2237	8183808	3079711
2	2238	8183808	3106737
2	2239	8183808	3092893
2	2240	8183808	3098509
2	2241	8183808	3089711
2	2242	8183808	3072014
2	2243	8183808	3087282
2	2244	8183808	3071026
2	2245	8183808	3064680
2	2246	8183808	3075180
2	2247	8183808	3061280
2	2248	8183808	3058822
2	2249	8183808	3066221
2	2250	8183808	3065235
2	2251	8183808	3063739
2	2252	8183808	3061557
2	2253	8183808	3063526
2	2254	8183808	3056195
2	2255	8183808	3055169
2	2256	8183808	3044868
2	2257	8183808	3057054
2	2258	8183808	3060296
2	2259	8183808	3053274
2	2260	8183808	3062283
2	2261	8183808	3071209
2	2262	8183808	3070432
2	2263	8183808	3067408
2	2264	8183808	3061280
2	2265	8183808	3046519
2	2266	8183808	3055641
2	2267	8183808	3034300
2	2268	8183808	3026738
2	2269	8183808	3032479
2	2270	8183808	3023673
2	2271	8183808	3023980
2	2272	8183808	3026802
2	2273	8183808	3018349
2	2274	8183808	3005538
2	2275	8183808	3004372
2	2276	8183808	3012644
2	2277	8183808	3013381
2	2278	8183808	2998652
2	2301	8183808	3054553
2	2302	8183808	3070310
2	2303	8183808	3085398
2	2304	8183808	3085823
2	2305	8183808	3093201
2	2306	8183808	3105474
2	2307	8183808	3094720
2	2308	8183808	3116560
2	2309	8183808	3124263
2	2310	8183808	3112398
2	2311	8183808	3127514
2	2312	8183808	3128814
2	2313	8183808	3144018
2	2314	8183808	3142592
2	2315	8183808	3148390
2	2316	8183808	3150199
2	2317	8183808	3136543
2	2318	8183808	3130837
2	2319	8183808	3136136
2	2320	8183808	3133989
2	2321	8183808	3129572
2	2322	8183808	3118486
2	2323	8183808	3132534
2	2324	8183808	3127087
2	2325	8183808	3125769
2	2326	8183808	3127739
2	2327	8183808	3120351
2	2328	8183808	3113948
2	2329	8183808	3103127
2	2330	8183808	3103884
2	2331	8183808	3109547
2	2332	8183808	3087505
2	2333	8183808	3099126
2	2334	8183808	3096824
2	2335	8183808	3096442
2	2336	8183808	3086730
2	2337	8183808	3108080
2	2338	8183808	3100462
2	2339	8183808	3110321
2	2340	8183808	3090649
2	2341	8183808	3098867
2	2342	8183808	3090836
2	2343	8183808	3084938
2	2344	8183808	3087954
2	2345	8183808	3086392
2	2346	8183808	3095355
2	2347	8183808	3095822
2	2348	8183808	3077722
2	2349	8183808	3088364
2	2350	8183808	3092024
2	2351	8183808	3083168
2	2352	8183808	3086262
2	2353	8183808	3081707
2	2354	8183808	3074406
2	2355	8183808	3072164
2	2356	8183808	3085956
2	2357	8183808	3089537
2	2358	8183808	3085753
2	2359	8183808	3098865
2	2360	8183808	3107110
2	2361	8183808	3095166
2	2362	8183808	3097266
2	2363	8183808	3101255
2	2364	8183808	3093279
2	2365	8183808	3099747
2	2366	8183808	3089624
2	2367	8183808	3088217
2	2368	8183808	3083709
2	2369	8183808	3083057
2	2370	8183808	3084568
2	2371	8183808	3084031
2	2372	8183808	3074580
2	2373	8183808	3071233
2	2374	8183808	3073568
2	2375	8183808	3070931
2	2376	8183808	3062874
2	2377	8183808	3059326
2	2378	8183808	3042623
2	2401	8183808	3065792
2	2402	8183808	3074263
2	2403	8183808	3094214
2	2404	8183808	3088808
2	2405	8183808	3110099
2	2406	8183808	3116674
2	2407	8183808	3121026
2	2408	8183808	3129808
2	2409	8183808	3136089
2	2410	8183808	3143151
2	2411	8183808	3146378
2	2412	8183808	3154729
2	2413	8183808	3161106
2	2414	8183808	3167485
2	2415	8183808	3171073
2	2416	8183808	3167549
2	2417	8183808	3160009
2	2418	8183808	3158789
2	2419	8183808	3160370
2	2420	8183808	3166003
2	2421	8183808	3161794
2	2422	8183808	3163737
2	2423	8183808	3163385
2	2424	8183808	3159442
2	2425	8183808	3159154
2	2426	8183808	3168438
2	2427	8183808	3156789
2	2428	8183808	3143236
2	2429	8183808	3143853
2	2430	8183808	3139913
2	2431	8183808	3146750
2	2432	8183808	3144482
2	2433	8183808	3129753
2	2434	8183808	3122865
2	2435	8183808	3140102
2	2436	8183808	3115494
2	2437	8183808	3146448
2	2438	8183808	3136382
2	2439	8183808	3129460
2	2440	8183808	3126695
2	2441	8183808	3127890
2	2442	8183808	3124628
2	2443	8183808	3117269
2	2444	8183808	3122606
2	2445	8183808	3116100
2	2446	8183808	3117005
2	2447	8183808	3117870
2	2448	8183808	3124375
2	2449	8183808	3112824
2	2450	8183808	3109702
2	2451	8183808	3113155
2	2452	8183808	3119047
2	2453	8183808	3109810
2	2454	8183808	3104006
2	2455	8183808	3101056
2	2456	8183808	3113138
2	2457	8183808	3112318
2	2458	8183808	3111831
2	2459	8183808	3109456
2	2460	8183808	3112608
2	2461	8183808	3107272
2	2462	8183808	3104620
2	2463	8183808	3108908
2	2464	8183808	3107102
2	2465	8183808	3101095
2	2466	8183808	3106736
2	2467	8183808	3082269
2	2468	8183808	3099049
2	2469	8183808	3094867
2	2470	8183808	3099629
2	2471	8183808	3088323
2	2472	8183808	3084959
2	2473	8183808	3081252
2	2474	8183808	3078903
2	2475	8183808	3072356
2	2476	8183808	3070034
2	2477	8183808	3057598
2	2478	8183808	3058031
2	2501	8183808	3033604
2	2502	8183808	2366759
2	2503	8183808	3046288
2	2504	8183808	3064415
2	2505	8183808	3060150
2	2506	8183808	3073481
2	2507	8183808	3072139
2	2508	8183808	3083824
2	2509	8183808	3096139
2	2510	8183808	3110573
2	2511	8183808	3106752
2	2512	8183808	3119362
2	2513	8183808	3121567
2	2514	8183808	3127257
2	2515	8183808	3123681
2	2516	8183808	3118570
2	2517	8183808	3125028
2	2518	8183808	3123884
2	2519	8183808	3129510
2	2520	8183808	3134333
2	2521	8183808	3135381
2	2522	8183808	3138557
2	2523	8183808	3141680
2	2524	8183808	3127545
2	2525	8183808	3132557
2	2526	8183808	3133399
2	2527	8183808	3127800
2	2528	8183808	3115377
2	2529	8183808	3115465
2	2530	8183808	3129344
2	2531	8183808	3120436
2	2532	8183808	3113481
2	2533	8183808	3115124
2	2534	8183808	3110083
2	2535	8183808	3103939
2	2536	8183808	3112288
2	2537	8183808	3120911
2	2538	8183808	3120489
2	2539	8183808	3114334
2	2540	8183808	3092427
2	2541	8183808	3097432
2	2542	8183808	3086655
2	2543	8183808	3095234
2	2544	8183808	3085628
2	2545	8183808	3086782
2	2546	8183808	3070856
2	2547	8183808	3086346
2	2548	8183808	3083038
2	2549	8183808	3073467
2	2550	8183808	3080256
2	2551	8183808	3075323
2	2552	8183808	3070525
2	2553	8183808	3067421
2	2554	8183808	3067841
2	2555	8183808	3075171
2	2556	8183808	3073796
2	2557	8183808	3080223
2	2558	8183808	3083395
2	2559	8183808	3082052
2	2560	8183808	3075315
2	2561	8183808	3066796
2	2562	8183808	3066601
2	2563	8183808	3069623
2	2564	8183808	3059285
2	2565	8183808	3063625
2	2566	8183808	3059802
2	2567	8183808	3056883
2	2568	8183808	3062369
2	2569	8183808	3058565
2	2570	8183808	3052642
2	2571	8183808	3049371
2	2572	8183808	3043863
2	2573	8183808	3038299
2	2574	8183808	3020952
2	2575	8183808	3027598
2	2576	8183808	3029813
2	2577	8183808	3022410
2	2578	8183808	3013436
2	2601	8183808	2959143
2	2602	8183808	2966976
2	2603	8183808	2957940
2	2604	8183808	2985426
2	2605	8183808	2988813
2	2606	8183808	2998614
2	2607	8183808	3009384
2	2608	8183808	3020556
2	2609	8183808	3022567
2	2610	8183808	3050534
2	2611	8183808	3064021
2	2612	8183808	3075098
2	2613	8183808	3063938
2	2614	8183808	3064614
2	2615	8183808	3062705
2	2616	8183808	3079136
2	2617	8183808	3069723
2	2618	8183808	3080836
2	2619	8183808	3094234
2	2620	8183808	3090880
2	2621	8183808	3097640
2	2622	8183808	3105163
2	2623	8183808	3094312
2	2624	8183808	3099596
2	2625	8183808	3108577
2	2626	8183808	3090523
2	2627	8183808	3089068
2	2628	8183808	3105485
2	2629	8183808	3092987
2	2630	8183808	3104961
2	2631	8183808	3087915
2	2632	8183808	3093038
2	2633	8183808	3094904
2	2634	8183808	3094449
2	2635	8183808	3094689
2	2636	8183808	3084707
2	2637	8183808	0
2	2638	8183808	3108563
2	2639	8183808	3108585
2	2640	8183808	3093636
2	2641	8183808	3088348
2	2642	8183808	3094595
2	2643	8183808	3104517
2	2644	8183808	3102180
2	2645	8183808	3098489
2	2646	8183808	3098465
2	2647	8183808	3098923
2	2648	8183808	3091045
2	2649	8183808	3083446
2	2650	8183808	3073563
2	2651	8183808	3059247
2	2652	8183808	3074993
2	2653	8183808	3083356
2	2654	8183808	3083663
2	2655	8183808	3080749
2	2656	8183808	3069107
2	2657	8183808	3086847
2	2658	8183808	3086057
2	2659	8183808	3075322
2	2660	8183808	3033135
2	2661	8183808	3077491
2	2662	8183808	3073654
2	2663	8183808	3068802
2	2664	8183808	3059924
2	2665	8183808	3046387
2	2666	8183808	3065584
2	2667	8183808	3057869
2	2668	8183808	3065852
2	2669	8183808	3064690
2	2670	8183808	3068909
2	2671	8183808	3058251
2	2672	8183808	3052962
2	2673	8183808	3043162
2	2674	8183808	3050448
2	2675	8183808	3035599
2	2676	8183808	3035423
2	2677	8183808	3021560
2	2678	8183808	3023498
